Field,brain_num,threshold,vol_tot_more_thresh.mm3.,vol_tar_more_thresh.mm3.,focality,activation,vol_thresh...,non_target_activ...,mean_tar,sd_tar
Configuration_AF3_pre_l_AF4_pre_r.cache,1,0.399333095,30169,1487,4.928900527,51.56033287,2.572171541,95.07109947,0.409096677,0.038752889
Configuration_Fp1_PO8_Fp2_PO7.cache,1,0.469545488,29074,1421,4.887528376,49.27184466,2.478813198,95.11247162,0.468461137,0.044694363
Configuration_AF3_P7_AF4_P8.cache,1,0.430924653,30995,1508,4.865300855,52.28848821,2.642595277,95.13469915,0.43772167,0.040611982
Configuration_AF7_CP5_AF8_CP6.cache,1,0.277115908,29689,1408,4.742497221,48.82108183,2.531247336,95.25750278,0.276738739,0.033923825
Configuration_Fp1_CP3_Fp2_CP4.cache,1,0.418564723,30626,1428,4.662704891,49.51456311,2.611134794,95.33729511,0.426180992,0.043553473
Configuration_F7_FC7_F8_FC8.cache,1,0.056900409,30670,1427,4.652755135,49.47988904,2.61488618,95.34724486,0.057460565,0.007429772
Configuration_AF9_P7_AF10_P8.cache,1,0.270466031,33297,1463,4.39378923,50.72815534,2.838860943,95.60621077,0.273673156,0.043666166
Configuration_AF9_C3_AF10_C4.cache,1,0.281443695,32079,1402,4.370460426,48.61303745,2.735015773,95.62953957,0.285641597,0.041971845
Configuration_AF3_AF9_AF4_AF10.cache,1,0.313975164,33480,1462,4.366786141,50.69348128,2.854463296,95.63321386,0.322219101,0.043088471
Configuration_AF9_FC3_AF10_FC4.cache,1,0.280403941,32775,1418,4.326468345,49.16782247,2.79435587,95.67353166,0.288636103,0.041686327
Configuration_AF3_PO7_AF4_PO8.cache,1,0.444425238,34722,1498,4.314267611,51.94174757,2.960354676,95.68573239,0.449572956,0.041841621
Configuration_F7_FT9_F8_FT10.cache,1,0.100878684,33032,1431,4.332162751,49.6185853,2.816267371,95.66783725,0.102383056,0.013814718
Configuration_Fp1_PO4_Fp2_PO3.cache,1,0.46886051,32718,1410,4.309554374,48.89042996,2.789496121,95.69044563,0.468113157,0.045417641
Configuration_AF3_FC7_AF4_FC8.cache,1,0.312598165,35322,1489,4.215503086,51.629681,3.011509933,95.78449691,0.321553559,0.034640851
Configuration_AF7_P7_AF8_P8.cache,1,0.305007908,35176,1478,4.201728451,51.2482663,2.999062154,95.79827155,0.306166578,0.038791814
Configuration_AF3_PO9_AF4_PO10.cache,1,0.456291036,33504,1404,4.190544413,48.68238558,2.856509506,95.80945559,0.459507967,0.042387908
Configuration_Fp1_O1_Fp2_O2.cache,1,0.468996107,33650,1410,4.190193165,48.89042996,2.868957285,95.80980684,0.470403551,0.046718879
Configuration_AF9_P5_AF10_P6.cache,1,0.282428689,34268,1433,4.181743901,49.68793343,2.921647199,95.8182561,0.284560762,0.04430321
Configuration_Fp1_PO10_Fp2_PO9.cache,1,0.469011291,35841,1485,4.143299573,51.49098474,3.055759229,95.85670043,0.469966175,0.044461113
Configuration_Fp1_P6_Fp2_P5.cache,1,0.459598179,33582,1388,4.133166577,48.12760055,2.86315969,95.86683342,0.457704771,0.043069989
Configuration_AF3_P5_AF4_P6.cache,1,0.429249684,35001,1434,4.097025799,49.72260749,2.984141871,95.9029742,0.433211371,0.040349629
Configuration_F3_F9_F4_F10.cache,1,0.24559834,37597,1516,4.032236615,52.56588072,3.205473612,95.96776339,0.253474598,0.028915706
Configuration_F9_CP7_F10_CP8.cache,1,0.136538273,35600,1436,4.033707865,49.79195562,3.035211868,95.96629213,0.139087471,0.022718908
Configuration_F7_AF3_F8_AF4.cache,1,0.269502548,34854,1397,4.008148276,48.43966713,2.971608833,95.99185172,0.272297166,0.032403058
Configuration_Fp1_P4_Fp2_P3.cache,1,0.458236657,34849,1391,3.991506213,48.23162275,2.971182539,96.00849379,0.457072694,0.043991895
Configuration_AF3_CP5_AF4_CP6.cache,1,0.391163084,37483,1496,3.991142651,51.87239945,3.195754114,96.00885735,0.399220525,0.038195724
Configuration_F9_C5_F10_C6.cache,1,0.151298444,36218,1445,3.989728864,50.10402219,3.087901782,96.01027114,0.154044515,0.024034849
Configuration_Fp1_P8_Fp2_P7.cache,1,0.458390788,37258,1472,3.950829352,51.04022191,3.176570893,96.04917065,0.457719269,0.042331954
Configuration_AF9_pre_l_AF10_pre_r.cache,1,0.171929972,38121,1469,3.853519058,50.93619972,3.250149203,96.14648094,0.174212172,0.027680484
Configuration_AF7_FT9_AF8_FT10.cache,1,0.198353343,36907,1391,3.768932723,48.23162275,3.146645068,96.23106728,0.202792416,0.021963058
Configuration_F3_FT9_F4_FT10.cache,1,0.252268282,38178,1434,3.756089895,49.72260749,3.255008952,96.24391011,0.258451182,0.028392802
Configuration_AF7_P5_AF8_P6.cache,1,0.30912361,37758,1415,3.747550188,49.06380028,3.219200273,96.25244981,0.308312436,0.038350295
Configuration_F3_Fp1_F4_Fp2.cache,1,0.233245354,38691,1450,3.74764157,50.27739251,3.298746696,96.25235843,0.239984848,0.032144344
Configuration_Fp1_P1_Fp2_P2.cache,1,0.448258016,39078,1458,3.730999539,50.55478502,3.331741836,96.26900046,0.452043538,0.045002386
Configuration_Fp1_P10_Fp2_P9.cache,1,0.458511247,38735,1445,3.730476313,50.10402219,3.302498082,96.26952369,0.458247371,0.04167856
Configuration_Fp1_C3_Fp2_C4.cache,1,0.384607128,37849,1393,3.680414278,48.30097087,3.22695882,96.31958572,0.393915913,0.04229333
Configuration_Fp1_O2_Fp2_O1.cache,1,0.472926589,40395,1475,3.65144201,51.14424411,3.444027624,96.34855799,0.474377368,0.046346575
Configuration_AF3_FC5_AF4_FC6.cache,1,0.293117378,41106,1484,3.610178563,51.45631068,3.504646602,96.38982144,0.300858383,0.033249842
Configuration_F3_AF7_F4_AF8.cache,1,0.158471181,39534,1425,3.604492336,49.41054092,3.370619831,96.39550766,0.161971254,0.021499329
Configuration_AF9_CP3_AF10_CP4.cache,1,0.2944747,39376,1413,3.588480293,48.99445215,3.357148947,96.41151971,0.295979009,0.043500516
Configuration_AF7_AF9_AF8_AF10.cache,1,0.138766434,39617,1423,3.591892369,49.34119279,3.377696308,96.40810763,0.144352368,0.021855384
Configuration_F5_AF3_F6_AF4.cache,1,0.22678599,41779,1452,3.47543024,50.34674064,3.562025748,96.52456976,0.228811219,0.028774998
Configuration_Fp1_FC3_Fp2_FC4.cache,1,0.332944204,40262,1392,3.457354329,48.26629681,3.432688209,96.54264567,0.341179151,0.039567554
