"","Participant","Trial_Nr","Run_Nr","Trial_nr_run","Cue_Taste1_Size2","Top_image_index","Bottom_image_index","Choice","RT_choice","Size_top_image","Taste_top_image","Size_bottom_image","Taste_bottom_image","Size_diff","Taste_diff","Cued_diff","Category","mean_RT_size_pic1","mean_RT_taste_pic1","mean_RT_size_pic2","mean_RT_taste_pic2","Diff_category_oposite_to_cue","Category_opposite_to_cue","Stimulation","Session_type","Accuracy","Size1_TopPic","Size2_TopPic","Taste1_TopPic","Taste2_TopPic","Size1_BotPic","Size2_BotPic","Taste1_BotPic","Taste2_BotPic","Amplitude","Circumfence","Time_between_tasks","Name_top_image","Name_bottom_image","Choice01","Size_diff.ntile","Taste_diff.ntile","Size_diff.abs","Taste_diff.abs","corr"
"1",1,1,1,1,1,4,1,-1,1.767825067,0.347222222,0.371527778,0.626302083,0.274739583,-0.279079861,0.096788194,0.096788194,6,2.362687289,1.572754489,1.888526933,3.379911822,-0.279079861,0,1,1,0,0.311631944,0.3828125,0.388020833,0.355034722,0.701388889,0.551215278,0.365451389,0.184027778,1,57,33.12138333,"mikado","blevita",0,1,6,0.996866930928865,-0.457872535970525,0
"2",1,2,1,2,1,10,5,-1,1.46487552,0.260850694,0.417534722,0.523003472,0.405815972,-0.262152778,0.01171875,0.01171875,5,1.813897813,2.0965632,2.68007936,1.555521138,-0.262152778,0,1,1,0,0.300347222,0.221354167,0.342013889,0.493055556,0.572048611,0.473958333,0.420138889,0.391493056,1,57,33.12138333,"oreo","rizaulait",0,1,5,0.865195895418068,-0.949282658957009,0
"3",1,3,1,3,1,31,1,-1,1.494438969,0.473524306,0.234809028,0.626302083,0.274739583,-0.152777778,-0.039930556,-0.039930556,4,1.762503538,1.938525013,1.888526933,3.379911822,-0.152777778,1,1,1,0,0.493923611,0.453125,0.296875,0.172743056,0.701388889,0.551215278,0.365451389,0.184027778,1,57,33.12138333,"muffins","blevita",0,2,4,0.0143984184402909,-0.786315012711069,1
"4",1,4,1,4,1,10,2,1,1.572429653,0.260850694,0.417534722,0.268229167,0.604600694,-0.007378472,-0.187065972,-0.187065972,1,1.813897813,2.0965632,2.6136576,1.422693831,-0.007378472,4,1,1,0,0.300347222,0.221354167,0.342013889,0.493055556,0.308159722,0.228298611,0.590277778,0.618923611,1,57,33.12138333,"oreo","salad",1,4,2,-1.11662204052309,0.0636239250845915,0
"5",1,5,1,5,1,3,16,-1,1.436993991,0.485243056,0.625,0.329861111,0.737847222,0.155381944,-0.112847222,-0.112847222,2,1.822734507,2.121227378,1.63076096,1.489164231,0.155381944,8,1,1,0,0.463541667,0.506944444,0.663194444,0.586805556,0.316840278,0.342881944,0.821180556,0.654513889,1,57,33.12138333,"petitbeurre","plum",0,7,3,0.0346554960396628,-0.365106337515962,1
"12",1,12,1,12,1,26,30,1,1.441526329,0.304253472,0.067708333,0.493055556,0.013020833,-0.188802083,0.0546875,0.0546875,6,2.270968462,2.837418667,2.888347164,2.372276764,-0.188802083,1,1,1,0,0.271701389,0.336805556,0.078993056,0.056423611,0.644965278,0.341145833,0.018229167,0.0078125,1,57,33.12138333,"zucchini","radish",1,2,5,0.294621392647175,-0.701070401661952,1
"13",1,13,1,13,1,9,14,1,1.765836516,0.373697917,0.551649306,0.436631944,0.614583333,-0.062934028,-0.062934028,-0.062934028,3,2.329526044,1.906959218,2.979238969,1.897152853,-0.062934028,3,1,1,0,0.394097222,0.353298611,0.647569444,0.455729167,0.386284722,0.486979167,0.604166667,0.625,1,57,33.12138333,"orange","applered",1,3,3,-0.684470937648597,-0.653433704533762,0
"14",1,14,1,14,1,19,4,-1,1.762665813,0.337239583,0.309027778,0.347222222,0.371527778,-0.009982639,-0.0625,-0.0625,3,1.996787058,1.904550542,2.362687289,1.572754489,-0.009982639,4,1,1,0,0.310763889,0.363715278,0.373263889,0.244791667,0.311631944,0.3828125,0.388020833,0.355034722,1,57,33.12138333,"smarties","mikado",0,4,3,-1.096364955145,-0.655940900335578,1
"15",1,15,1,15,1,2,9,-1,1.192120889,0.268229167,0.604600694,0.373697917,0.551649306,-0.10546875,0.052951389,0.052951389,6,2.6136576,1.422693831,2.329526044,1.906959218,-0.10546875,2,1,1,0,0.308159722,0.228298611,0.590277778,0.618923611,0.394097222,0.353298611,0.647569444,0.455729167,1,57,33.12138333,"salad","orange",0,3,5,-0.353605253885844,-0.711099179092637,0
"16",1,16,1,16,1,31,20,-1,1.323469938,0.473524306,0.234809028,0.513888889,0.318576389,-0.040364583,-0.083767361,-0.083767361,3,1.762503538,1.938525013,2.588188871,1.554837618,-0.040364583,4,1,1,0,0.493923611,0.453125,0.296875,0.172743056,0.421006944,0.606770833,0.414930556,0.222222222,1,57,33.12138333,"muffins","snickers",0,4,3,-0.86003232610838,-0.533088369588957,1
"17",1,17,1,17,1,16,23,1,1.258801778,0.329861111,0.737847222,0.412326389,0.64453125,-0.082465278,0.093315972,0.093315972,6,1.63076096,1.489164231,1.979420444,2.030724124,-0.082465278,3,1,1,0,0.316840278,0.342881944,0.821180556,0.654513889,0.295138889,0.529513889,0.616319444,0.672743056,1,57,33.12138333,"plum","tomatoes",1,3,6,-0.532542816759709,-0.477930090831897,1
"25",1,25,1,25,1,7,8,-1,1.57311232,0.540798611,0.191840278,0.674045139,0.283420139,-0.133246528,-0.091579861,-0.091579861,3,1.729693867,1.655938276,2.988380871,1.597118009,-0.133246528,2,1,1,0,0.559027778,0.522569444,0.209201389,0.174479167,0.790798611,0.557291667,0.375,0.191840278,1,57,33.12138333,"muesli","lachgummi",0,2,3,-0.137529702448598,-0.487958868262583,1
"26",1,26,1,26,1,14,12,-1,1.246628124,0.436631944,0.614583333,0.791666667,0.696614583,-0.355034722,-0.08203125,-0.08203125,3,2.979238969,1.897152853,3.263822933,2.13839616,-0.355034722,0,1,1,0,0.386284722,0.486979167,0.604166667,0.625,0.799479167,0.783854167,0.729166667,0.6640625,1,57,33.12138333,"applered","pizza",0,1,3,1.58769851129913,-0.543117147019643,1
"27",1,27,1,27,1,1,15,1,1.740530916,0.626302083,0.274739583,0.1328125,0.081163194,0.493489583,0.193576389,0.193576389,8,1.888526933,3.379911822,2.73741184,1.70495488,0.493489583,0,1,1,0,0.701388889,0.551215278,0.365451389,0.184027778,0.15625,0.109375,0.145833333,0.016493056,1,57,33.12138333,"blevita","pringles",1,8,7,2.66470007851384,0.101231844782095,1
"28",1,28,1,28,1,25,21,-1,1.778432,0.70703125,0.466145833,0.355902778,0.354600694,0.351128472,0.111545139,0.111545139,7,2.272516978,1.979454578,2.289274738,1.670899627,0.351128472,0,1,1,0,0.806423611,0.607638889,0.435763889,0.496527778,0.348958333,0.362847222,0.363715278,0.345486111,1,57,33.12138333,"wasafibers","strawberries",0,8,6,1.55731288712135,-0.372627919144832,0
"29",1,29,1,29,1,5,27,1,1.288823467,0.523003472,0.405815972,0.381076389,0.238715278,0.141927083,0.167100694,0.167100694,8,2.68007936,1.555521138,2.29582336,1.929995378,0.141927083,7,1,1,0,0.572048611,0.473958333,0.420138889,0.391493056,0.322916667,0.439236111,0.3515625,0.125868056,1,57,33.12138333,"rizaulait","graneochips",1,7,7,-0.0700060974861583,-0.0517070240331591,1
"30",1,30,1,30,1,3,17,1,1.490266453,0.485243056,0.625,0.5,0.739583333,-0.014756944,-0.114583333,-0.114583333,2,1.822734507,2.121227378,2.363587413,1.889484089,-0.014756944,4,1,1,0,0.463541667,0.506944444,0.663194444,0.586805556,0.375,0.625,0.737847222,0.741319444,1,57,33.12138333,"petitbeurre","raisins",1,4,3,-1.05922697436034,-0.355077560085276,0
"38",1,38,2,8,1,10,8,1,2.189684053,0.260850694,0.417534722,0.674045139,0.283420139,-0.413194444,0.134114583,0.134114583,7,1.813897813,2.0965632,2.988380871,1.597118009,-0.413194444,0,1,1,0,0.300347222,0.221354167,0.342013889,0.493055556,0.790798611,0.557291667,0.375,0.191840278,1,57,33.12138333,"oreo","lachgummi",1,1,7,2.04010669177299,-0.242253806769341,1
"39",1,39,2,9,1,2,13,-1,1.134384356,0.268229167,0.604600694,0.292534722,0.708333333,-0.024305556,-0.103732639,-0.103732639,2,2.6136576,1.422693831,1.580664889,2.304880356,-0.024305556,4,1,1,0,0.308159722,0.228298611,0.590277778,0.618923611,0.325520833,0.259548611,0.685763889,0.730902778,1,57,33.12138333,"salad","pear",0,4,3,-0.984950997233573,-0.417757420471206,1
"40",1,40,2,10,1,7,15,1,1.212129849,0.540798611,0.191840278,0.1328125,0.081163194,0.407986111,0.110677083,0.110677083,7,1.729693867,1.655938276,2.73741184,1.70495488,0.407986111,0,1,1,0,0.559027778,0.522569444,0.209201389,0.174479167,0.15625,0.109375,0.145833333,0.016493056,1,57,33.12138333,"muesli","pringles",1,8,6,1.99959252879553,-0.377642310748463,1
"41",1,41,2,11,1,22,8,-1,1.389501156,0.384548611,0.392795139,0.674045139,0.283420139,-0.289496528,0.109375,0.109375,7,2.171847822,1.663582009,2.988380871,1.597118009,-0.289496528,0,1,1,0,0.227430556,0.541666667,0.297743056,0.487847222,0.790798611,0.557291667,0.375,0.191840278,1,57,33.12138333,"toblerone","lachgummi",0,1,6,1.07789526466251,-0.385163892377333,0
"46",1,46,2,16,1,17,9,-1,1.359373938,0.5,0.739583333,0.373697917,0.551649306,0.126302083,0.187934028,0.187934028,8,2.363587413,1.889484089,2.329526044,1.906959218,0.126302083,7,1,1,0,0.375,0.625,0.737847222,0.741319444,0.394097222,0.353298611,0.647569444,0.455729167,1,57,33.12138333,"raisins","orange",0,7,7,-0.191548594197269,0.0686383166882225,0
"47",1,47,2,17,1,8,27,1,1.509857564,0.674045139,0.283420139,0.381076389,0.238715278,0.29296875,0.044704861,0.044704861,5,2.988380871,1.597118009,2.29582336,1.929995378,0.29296875,0,1,1,0,0.790798611,0.557291667,0.375,0.191840278,0.322916667,0.439236111,0.3515625,0.125868056,1,57,33.12138333,"lachgummi","graneochips",1,8,5,1.10490470664749,-0.758735876220827,1
"48",1,48,2,18,1,18,27,1,2.004212622,0.434027778,0.402777778,0.381076389,0.238715278,0.052951389,0.1640625,0.1640625,8,2.046184391,2.621846471,2.29582336,1.929995378,0.052951389,6,1,1,0,0.40625,0.461805556,0.453993056,0.3515625,0.322916667,0.439236111,0.3515625,0.125868056,1,57,33.12138333,"rasberries","graneochips",1,5,7,-0.762123089189443,-0.0692573830927151,1
"49",1,49,2,19,1,8,19,1,1.65695232,0.674045139,0.283420139,0.337239583,0.309027778,0.336805556,-0.025607639,-0.025607639,4,2.988380871,1.597118009,1.996787058,1.904550542,0.336805556,0,1,1,0,0.790798611,0.557291667,0.375,0.191840278,0.310763889,0.363715278,0.373263889,0.244791667,1,57,33.12138333,"lachgummi","smarties",1,8,4,1.44589893698865,-0.869052433734947,0
"50",1,50,2,20,1,18,1,-1,1.594658987,0.434027778,0.402777778,0.626302083,0.274739583,-0.192274306,0.128038194,0.128038194,7,2.046184391,2.621846471,1.888526933,3.379911822,-0.192274306,1,1,1,0,0.40625,0.461805556,0.453993056,0.3515625,0.701388889,0.551215278,0.365451389,0.184027778,1,57,33.12138333,"rasberries","blevita",0,1,6,0.32163084241087,-0.277354530665029,0
"51",1,51,2,21,1,22,1,1,1.505278293,0.384548611,0.392795139,0.626302083,0.274739583,-0.241753472,0.118055556,0.118055556,7,2.171847822,1.663582009,1.888526933,3.379911822,-0.241753472,0,1,1,0,0.227430556,0.541666667,0.297743056,0.487847222,0.701388889,0.551215278,0.365451389,0.184027778,1,57,33.12138333,"toblerone","blevita",1,1,6,0.706515410143575,-0.335019999447328,1
"52",1,52,2,22,1,21,20,-1,1.812381582,0.355902778,0.354600694,0.513888889,0.318576389,-0.157986111,0.036024306,0.036024306,5,2.289274738,1.670899627,2.588188871,1.554837618,-0.157986111,1,1,1,0,0.348958333,0.362847222,0.363715278,0.345486111,0.421006944,0.606770833,0.414930556,0.222222222,1,57,33.12138333,"strawberries","snickers",0,2,5,0.0549125814177547,-0.808879763374256,0
"58",1,58,3,1,1,6,17,1,2.353138631,0.616753472,0.557725694,0.5,0.739583333,0.116753472,-0.181857639,-0.181857639,1,1.621272178,1.672655502,2.363587413,1.889484089,0.116753472,7,1,1,0,0.671006944,0.5625,0.556423611,0.559027778,0.375,0.625,0.737847222,0.741319444,1,57,33.12138333,"mandm","raisins",1,6,2,-0.265824563545313,0.0335375927925341,0
"59",1,59,3,2,1,31,5,1,2.035565796,0.473524306,0.234809028,0.523003472,0.405815972,-0.049479167,-0.171006944,-0.171006944,1,1.762503538,1.938525013,2.68007936,1.555521138,-0.049479167,4,1,1,0,0.493923611,0.453125,0.296875,0.172743056,0.572048611,0.473958333,0.420138889,0.391493056,1,57,33.12138333,"muffins","rizaulait",1,4,2,-0.789132531174419,-0.0291422733699721,0
"60",1,60,3,3,1,9,13,1,1.979377778,0.373697917,0.551649306,0.292534722,0.708333333,0.081163194,-0.156684028,-0.156684028,1,2.329526044,1.906959218,1.580664889,2.304880356,0.081163194,6,1,1,0,0.394097222,0.353298611,0.647569444,0.455729167,0.325520833,0.259548611,0.685763889,0.730902778,1,57,33.12138333,"orange","pear",1,6,2,-0.542671363338115,-0.111879688617274,0
"61",1,61,3,4,1,21,1,1,1.466881422,0.355902778,0.354600694,0.626302083,0.274739583,-0.270399306,0.079861111,0.079861111,6,2.289274738,1.670899627,1.888526933,3.379911822,-0.270399306,0,1,1,0,0.348958333,0.362847222,0.363715278,0.345486111,0.701388889,0.551215278,0.365451389,0.184027778,1,57,33.12138333,"strawberries","blevita",1,1,6,0.929343325966426,-0.555653120252144,1
"68",1,68,3,11,1,31,8,-1,1.874582187,0.473524306,0.234809028,0.674045139,0.283420139,-0.200520833,-0.048611111,-0.048611111,4,1.762503538,1.938525013,2.988380871,1.597118009,-0.200520833,0,1,1,0,0.493923611,0.453125,0.296875,0.172743056,0.790798611,0.557291667,0.375,0.191840278,1,57,33.12138333,"muffins","lachgummi",0,1,4,0.385778265180508,-0.73617112555764,1
"69",1,69,3,12,1,17,32,-1,1.83056384,0.5,0.739583333,0.500434028,0.761284722,-0.000434028,-0.021701389,-0.021701389,4,2.363587413,1.889484089,1.413638542,1.931255324,-0.000434028,4,1,1,0,0.375,0.625,0.737847222,0.741319444,0.493055556,0.5078125,0.823784722,0.698784722,1,57,33.12138333,"raisins","yogurt",0,5,4,-1.17064092449304,-0.891617184398134,1
"70",1,70,3,13,1,10,22,-1,1.350471111,0.260850694,0.417534722,0.384548611,0.392795139,-0.123697917,0.024739583,0.024739583,5,1.813897813,2.0965632,2.171847822,1.663582009,-0.123697917,2,1,1,0,0.300347222,0.221354167,0.342013889,0.493055556,0.227430556,0.541666667,0.297743056,0.487847222,1,57,33.12138333,"oreo","toblerone",0,3,5,-0.211805671796641,-0.874066825338577,0
"71",1,71,3,14,1,8,29,1,1.307988764,0.674045139,0.283420139,0.55078125,0.377604167,0.123263889,-0.094184028,-0.094184028,3,2.988380871,1.597118009,2.412995129,2.104331378,0.123263889,7,1,1,0,0.790798611,0.557291667,0.375,0.191840278,0.578993056,0.522569444,0.374131944,0.381076389,1,57,33.12138333,"lachgummi","sourcreamchips",1,7,3,-0.215181853989443,-0.472915699228266,0
"72",1,72,3,15,1,21,28,1,1.573779911,0.355902778,0.354600694,0.305989583,0.488715278,0.049913194,-0.134114583,-0.134114583,2,2.289274738,1.670899627,1.754060942,1.996853333,0.049913194,5,1,1,0,0.348958333,0.362847222,0.363715278,0.345486111,0.282986111,0.328993056,0.591145833,0.386284722,1,57,33.12138333,"strawberries","paprikachips",1,5,2,-0.785756356760337,-0.242253806769341,0
"78",1,78,3,21,1,6,29,-1,2.703106844,0.616753472,0.557725694,0.55078125,0.377604167,0.065972222,0.180121528,0.180121528,8,1.621272178,1.672655502,2.412995129,2.104331378,0.065972222,6,1,1,0,0.671006944,0.5625,0.556423611,0.559027778,0.578993056,0.522569444,0.374131944,0.381076389,1,57,33.12138333,"mandm","sourcreamchips",0,6,7,-0.660837677856424,0.0235088153618485,0
"79",1,79,3,22,1,21,18,-1,1.574512924,0.355902778,0.354600694,0.434027778,0.402777778,-0.078125,-0.048177083,-0.048177083,4,2.289274738,1.670899627,2.046184391,2.621846471,-0.078125,3,1,1,0,0.348958333,0.362847222,0.363715278,0.345486111,0.40625,0.461805556,0.453993056,0.3515625,1,57,33.12138333,"strawberries","rasberries",0,3,4,-0.566304623130288,-0.738678321359455,1
"80",1,80,3,23,1,17,11,-1,2.320211911,0.5,0.739583333,0.388888889,0.893229167,0.111111111,-0.153645833,-0.153645833,1,2.363587413,1.889484089,2.06403328,1.730654151,0.111111111,7,1,1,0,0.375,0.625,0.737847222,0.741319444,0.388020833,0.389756944,0.879340278,0.907118056,1,57,33.12138333,"raisins","chocolatechipcookie",0,6,2,-0.309714908715578,-0.129430053453406,1
"81",1,81,3,24,1,31,15,1,1.164739698,0.473524306,0.234809028,0.1328125,0.081163194,0.340711806,0.153645833,0.153645833,8,1.762503538,1.938525013,2.73741184,1.70495488,0.340711806,0,1,1,0,0.493923611,0.453125,0.296875,0.172743056,0.15625,0.109375,0.145833333,0.016493056,1,57,33.12138333,"muffins","pringles",1,8,7,1.47628456116643,-0.129430053453406,1
"82",1,82,3,25,1,28,6,1,2.220472889,0.305989583,0.488715278,0.616753472,0.557725694,-0.310763889,-0.069010417,-0.069010417,3,1.754060942,1.996853333,1.621272178,1.672655502,-0.310763889,0,1,1,0,0.282986111,0.328993056,0.591145833,0.386284722,0.671006944,0.5625,0.556423611,0.559027778,1,57,33.12138333,"paprikachips","mandm",1,1,3,1.24332810654389,-0.618332980638074,0
"88",1,88,4,1,1,9,28,1,1.443392284,0.373697917,0.551649306,0.305989583,0.488715278,0.067708333,0.062934028,0.062934028,6,2.329526044,1.906959218,1.754060942,1.996853333,0.067708333,6,1,1,0,0.394097222,0.353298611,0.647569444,0.455729167,0.282986111,0.328993056,0.591145833,0.386284722,1,57,33.12138333,"orange","paprikachips",1,6,6,-0.647332956863936,-0.653433704533762,1
"89",1,89,4,2,1,13,12,-1,1.362581902,0.292534722,0.708333333,0.791666667,0.696614583,-0.499131944,0.01171875,0.01171875,5,1.580664889,2.304880356,3.263822933,2.13839616,-0.499131944,0,1,1,0,0.325520833,0.259548611,0.685763889,0.730902778,0.799479167,0.783854167,0.729166667,0.6640625,1,57,33.12138333,"pear","pizza",0,1,5,2.70859042368411,-0.949282658957009,0
"90",1,90,4,3,1,7,29,-1,2.338036622,0.540798611,0.191840278,0.55078125,0.377604167,-0.009982639,-0.185763889,-0.185763889,1,1.729693867,1.655938276,2.412995129,2.104331378,-0.009982639,4,1,1,0,0.559027778,0.522569444,0.209201389,0.174479167,0.578993056,0.522569444,0.374131944,0.381076389,1,57,33.12138333,"muesli","sourcreamchips",0,4,2,-1.096364955145,0.0561023434557212,1
"91",1,91,4,4,1,22,5,-1,1.929152284,0.384548611,0.392795139,0.523003472,0.405815972,-0.138454861,-0.013020833,-0.013020833,4,2.171847822,1.663582009,2.68007936,1.555521138,-0.138454861,2,1,1,0,0.227430556,0.541666667,0.297743056,0.487847222,0.572048611,0.473958333,0.420138889,0.391493056,1,57,33.12138333,"toblerone","rizaulait",0,2,4,-0.0970155394711341,-0.941761077328139,1
"92",1,92,4,5,1,28,14,-1,1.252514133,0.305989583,0.488715278,0.436631944,0.614583333,-0.130642361,-0.125868056,-0.125868056,2,1.754060942,1.996853333,2.979238969,1.897152853,-0.130642361,2,1,1,0,0.282986111,0.328993056,0.591145833,0.386284722,0.386284722,0.486979167,0.604166667,0.625,1,57,33.12138333,"paprikachips","applered",0,2,3,-0.15778678782669,-0.289890498120954,1
"93",1,93,4,6,1,27,21,-1,1.148131271,0.381076389,0.238715278,0.355902778,0.354600694,0.025173611,-0.115885417,-0.115885417,2,2.29582336,1.929995378,2.289274738,1.670899627,0.025173611,5,1,1,0,0.322916667,0.439236111,0.3515625,0.125868056,0.348958333,0.362847222,0.363715278,0.345486111,1,57,33.12138333,"graneochips","strawberries",0,5,3,-0.978198640626689,-0.34755597267983,1
"94",1,94,4,7,1,13,23,1,1.840907947,0.292534722,0.708333333,0.412326389,0.64453125,-0.119791667,0.063802083,0.063802083,6,1.580664889,2.304880356,1.979420444,2.030724124,-0.119791667,2,1,1,0,0.325520833,0.259548611,0.685763889,0.730902778,0.295138889,0.529513889,0.616319444,0.672743056,1,57,33.12138333,"pear","tomatoes",1,3,6,-0.242191295974419,-0.648419318706707,1
"102",1,102,4,15,1,18,22,1,1.954518756,0.434027778,0.402777778,0.384548611,0.392795139,0.049479167,0.009982639,0.009982639,5,2.046184391,2.621846471,2.171847822,1.663582009,0.049479167,5,1,1,0,0.40625,0.461805556,0.453993056,0.3515625,0.227430556,0.541666667,0.297743056,0.487847222,1,57,33.12138333,"rasberries","toblerone",1,5,5,-0.789132531174419,-0.959311436387695,1
"103",1,103,4,16,1,21,4,1,2.815792071,0.355902778,0.354600694,0.347222222,0.371527778,0.008680556,-0.016927083,-0.016927083,4,2.289274738,1.670899627,2.362687289,1.572754489,0.008680556,5,1,1,0,0.348958333,0.362847222,0.363715278,0.345486111,0.311631944,0.3828125,0.388020833,0.355034722,1,57,33.12138333,"strawberries","mikado",1,5,4,-1.10649349394468,-0.919196326664952,0
"104",1,104,4,17,1,1,27,1,1.518627556,0.626302083,0.274739583,0.381076389,0.238715278,0.245225694,0.036024306,0.036024306,5,1.888526933,3.379911822,2.29582336,1.929995378,0.245225694,0,1,1,0,0.701388889,0.551215278,0.365451389,0.184027778,0.322916667,0.439236111,0.3515625,0.125868056,1,57,33.12138333,"blevita","graneochips",1,8,5,0.733524852128551,-0.808879763374256,1
"105",1,105,4,18,1,18,8,-1,0.893412409,0.434027778,0.402777778,0.674045139,0.283420139,-0.240017361,0.119357639,0.119357639,7,2.046184391,2.621846471,2.988380871,1.597118009,-0.240017361,0,1,1,0,0.40625,0.461805556,0.453993056,0.3515625,0.790798611,0.557291667,0.375,0.191840278,1,57,33.12138333,"rasberries","lachgummi",0,1,6,0.693010689151088,-0.327498417818458,0
"106",1,106,4,19,1,10,9,-1,1.498107449,0.260850694,0.417534722,0.373697917,0.551649306,-0.112847222,-0.134114583,-0.134114583,2,1.813897813,2.0965632,2.329526044,1.906959218,-0.112847222,2,1,1,0,0.300347222,0.221354167,0.342013889,0.493055556,0.394097222,0.353298611,0.647569444,0.455729167,1,57,33.12138333,"oreo","orange",0,3,2,-0.296210187723091,-0.242253806769341,1
"107",1,107,4,20,1,26,27,1,1.292133547,0.304253472,0.067708333,0.381076389,0.238715278,-0.076822917,-0.171006944,-0.171006944,1,2.270968462,2.837418667,2.29582336,1.929995378,-0.076822917,3,1,1,0,0.271701389,0.336805556,0.078993056,0.056423611,0.322916667,0.439236111,0.3515625,0.125868056,1,57,33.12138333,"zucchini","graneochips",1,3,2,-0.576433161929974,-0.0291422733699721,0
"108",1,108,4,21,1,24,8,-1,1.31828736,0.313368056,0.465711806,0.674045139,0.283420139,-0.360677083,0.182291667,0.182291667,8,2.347235982,1.929689884,2.988380871,1.597118009,-0.360677083,0,1,1,0,0.300347222,0.326388889,0.416666667,0.514756944,0.790798611,0.557291667,0.375,0.191840278,1,57,33.12138333,"twix","lachgummi",0,1,7,1.6315888564694,0.0360447885943496,0
"113",1,113,5,1,1,9,16,-1,1.496344462,0.373697917,0.551649306,0.329861111,0.737847222,0.043836806,-0.186197917,-0.186197917,1,2.329526044,1.906959218,1.63076096,1.489164231,0.043836806,5,0,1,0,0.394097222,0.353298611,0.647569444,0.455729167,0.316840278,0.342881944,0.821180556,0.654513889,1,57,33.12138333,"orange","plum",0,5,2,-0.833022876344684,0.0586095392575367,1
"114",1,114,5,2,1,20,24,-1,1.509161529,0.513888889,0.318576389,0.313368056,0.465711806,0.200520833,-0.147135417,-0.147135417,2,2.588188871,1.554837618,2.347235982,1.929689884,0.200520833,0,0,1,0,0.421006944,0.606770833,0.414930556,0.222222222,0.300347222,0.326388889,0.416666667,0.514756944,1,57,33.12138333,"snickers","twix",0,8,2,0.385778265180508,-0.167037967374334,1
"115",1,115,5,3,1,4,22,-1,0.957989547,0.347222222,0.371527778,0.384548611,0.392795139,-0.037326389,-0.021267361,-0.021267361,4,2.362687289,1.572754489,2.171847822,1.663582009,-0.037326389,4,0,1,0,0.311631944,0.3828125,0.388020833,0.355034722,0.227430556,0.541666667,0.297743056,0.487847222,1,57,33.12138333,"mikado","toblerone",0,4,4,-0.883665585900554,-0.894124380199949,1
"116",1,116,5,4,1,7,4,-1,1.812243627,0.540798611,0.191840278,0.347222222,0.371527778,0.193576389,-0.1796875,-0.1796875,1,1.729693867,1.655938276,2.362687289,1.572754489,0.193576389,8,0,1,0,0.559027778,0.522569444,0.209201389,0.174479167,0.311631944,0.3828125,0.388020833,0.355034722,1,57,33.12138333,"muesli","mikado",0,8,2,0.331759381210556,0.021001619560033,1
"117",1,117,5,5,1,6,18,-1,0.901307449,0.616753472,0.557725694,0.434027778,0.402777778,0.182725694,0.154947917,0.154947917,8,1.621272178,1.672655502,2.046184391,2.621846471,0.182725694,8,0,1,0,0.671006944,0.5625,0.556423611,0.559027778,0.40625,0.461805556,0.453993056,0.3515625,1,57,33.12138333,"mandm","rasberries",0,7,7,0.247354865284107,-0.12190846604796,0
"118",1,118,5,6,1,28,25,1,1.285812338,0.305989583,0.488715278,0.70703125,0.466145833,-0.401041667,0.022569444,0.022569444,5,1.754060942,1.996853333,2.272516978,1.979454578,-0.401041667,0,0,1,0,0.282986111,0.328993056,0.591145833,0.386284722,0.806423611,0.607638889,0.435763889,0.496527778,1,57,33.12138333,"paprikachips","wasafibers",1,1,5,1.94557364482558,-0.886602798571079,1
"124",1,124,5,12,1,19,1,-1,1.290197902,0.337239583,0.309027778,0.626302083,0.274739583,-0.2890625,0.034288194,0.034288194,5,1.996787058,1.904550542,1.888526933,3.379911822,-0.2890625,0,0,1,0,0.310763889,0.363715278,0.373263889,0.244791667,0.701388889,0.551215278,0.365451389,0.184027778,1,57,33.12138333,"smarties","blevita",0,1,5,1.07451908246971,-0.818908546581518,0
"125",1,125,5,13,1,6,3,-1,1.97014528,0.616753472,0.557725694,0.485243056,0.625,0.131510417,-0.067274306,-0.067274306,3,1.621272178,1.672655502,1.822734507,2.121227378,0.131510417,7,0,1,0,0.671006944,0.5625,0.556423611,0.559027778,0.463541667,0.506944444,0.663194444,0.586805556,1,57,33.12138333,"mandm","petitbeurre",0,7,3,-0.151034423441086,-0.62836175806876,1
"126",1,126,5,14,1,1,10,-1,2.458179982,0.626302083,0.274739583,0.260850694,0.417534722,0.365451389,-0.142795139,-0.142795139,2,1.888526933,3.379911822,1.813897813,2.0965632,0.365451389,0,0,1,0,0.701388889,0.551215278,0.365451389,0.184027778,0.300347222,0.221354167,0.342013889,0.493055556,1,57,33.12138333,"blevita","oreo",0,8,2,1.66872684503278,-0.192109913839336,1
"127",1,127,5,15,1,27,22,-1,1.744628338,0.381076389,0.238715278,0.384548611,0.392795139,-0.003472222,-0.154079861,-0.154079861,1,2.29582336,1.929995378,2.171847822,1.663582009,-0.003472222,4,0,1,0,0.322916667,0.439236111,0.3515625,0.125868056,0.227430556,0.541666667,0.297743056,0.487847222,1,57,33.12138333,"graneochips","toblerone",0,4,2,-1.14700766470087,-0.12692285765159,1
"128",1,128,5,16,1,18,19,-1,1.492378738,0.434027778,0.402777778,0.337239583,0.309027778,0.096788194,0.09375,0.09375,6,2.046184391,2.621846471,1.996787058,1.904550542,0.096788194,6,0,1,0,0.40625,0.461805556,0.453993056,0.3515625,0.310763889,0.363715278,0.373263889,0.244791667,1,57,33.12138333,"rasberries","smarties",0,6,6,-0.421128866627004,-0.475422895030082,0
