"","Participant","Trial_Nr","Run_Nr","Trial_nr_run","Cue_Taste1_Size2","Top_image_index","Bottom_image_index","Choice","RT_choice","Size_top_image","Taste_top_image","Size_bottom_image","Taste_bottom_image","Size_diff","Taste_diff","Cued_diff","Category","mean_RT_size_pic1","mean_RT_taste_pic1","mean_RT_size_pic2","mean_RT_taste_pic2","Diff_category_oposite_to_cue","Category_opposite_to_cue","Stimulation","Session_type","Accuracy","Size1_TopPic","Size2_TopPic","Taste1_TopPic","Taste2_TopPic","Size1_BotPic","Size2_BotPic","Taste1_BotPic","Taste2_BotPic","Amplitude","Circumfence","Time_between_tasks","Name_top_image","Name_bottom_image","Choice01","Size_diff.ntile","Taste_diff.ntile","Size_diff.abs","Taste_diff.abs","corr"
"3884",14,12,1,12,2,9,17,-1,1.849777934,0.426215278,0.494357639,0.498263889,0.685763889,-0.072048611,-0.19140625,-0.072048611,3,2.371173721,2.670876875,1.554469024,1.937282506,-0.19140625,1,1,1,0,0.3203125,0.532118056,0.493923611,0.494791667,0.361111111,0.635416667,0.6875,0.684027778,2,56,26.12931667,"orange","raisins",0,3,2,-0.613571150493356,0.088695871549594,1
"3892",14,20,1,20,2,5,24,1,1.922528645,0.566840278,0.601996528,0.471788194,0.422309028,0.095052083,0.1796875,0.095052083,6,1.096668385,1.640684636,1.321540825,1.213410742,0.1796875,8,1,1,0,0.493055556,0.640625,0.618055556,0.5859375,0.510416667,0.433159722,0.421006944,0.423611111,2,56,26.12931667,"rizaulait","twix",1,6,7,-0.434633587619491,0.021001619560033,1
"3893",14,21,1,21,2,3,18,-1,1.705019766,0.609375,0.819878472,0.487847222,0.987413194,0.121527778,-0.167534722,0.121527778,7,1.712847542,1.579813188,1.862494603,2.012653522,-0.167534722,1,1,1,0,0.589409722,0.629340278,0.807291667,0.832465278,0.503472222,0.472222222,0.982638889,0.9921875,2,56,26.12931667,"petitbeurre","rasberries",0,7,2,-0.228686574981931,-0.0491998282313436,0
"3894",14,22,1,22,2,11,18,-1,1.023449336,0.299479167,0.711371528,0.487847222,0.987413194,-0.188368056,-0.276041667,-0.188368056,1,1.520301244,2.984866263,1.862494603,2.012653522,-0.276041667,0,1,1,0,0.3046875,0.294270833,0.723958333,0.698784722,0.503472222,0.472222222,0.982638889,0.9921875,2,56,26.12931667,"chocolatechipcookie","rasberries",0,2,1,0.291245218233093,0.577598804510838,1
"3895",14,23,1,23,2,14,13,1,1.384815262,0.681857639,0.845052083,0.521267361,0.638454861,0.160590278,0.206597222,0.160590278,8,2.154257056,1.687855094,2.021074649,1.913121206,0.206597222,0,1,1,0,0.667534722,0.696180556,0.769965278,0.920138889,0.510416667,0.532118056,0.615451389,0.661458333,2,56,26.12931667,"applered","pear",1,7,8,0.0751696667958464,0.176447678400527,1
"3896",14,24,1,24,2,6,13,1,1.168718366,0.634982639,0.595486111,0.521267361,0.638454861,0.113715278,-0.04296875,0.113715278,7,1.463391969,2.01205889,2.021074649,1.913121206,-0.04296875,4,1,1,0,0.585069444,0.684895833,0.585069444,0.605902778,0.510416667,0.532118056,0.615451389,0.661458333,2,56,26.12931667,"mandm","pear",1,6,4,-0.289457823337487,-0.768764653651513,1
"3897",14,25,1,25,2,11,30,1,1.233593657,0.299479167,0.711371528,0.248263889,0.503472222,0.051215278,0.207899306,0.051215278,6,1.520301244,2.984866263,2.096241007,1.370876476,0.207899306,0,1,1,0,0.3046875,0.294270833,0.723958333,0.698784722,0.250868056,0.245659722,0.503472222,0.503472222,2,56,26.12931667,"chocolatechipcookie","radish",1,5,8,-0.775627810181931,0.183969265805973,1
"3904",14,32,2,1,2,8,6,1,1.476942345,0.828559028,0.595920139,0.634982639,0.595486111,0.193576389,0.000434028,0.193576389,8,2.221036562,1.327780404,1.463391969,2.01205889,0.000434028,5,1,1,0,0.813368056,0.84375,0.618923611,0.572916667,0.585069444,0.684895833,0.585069444,0.605902778,2,56,26.12931667,"lachgummi","mandm",1,8,5,0.331759381210556,-1.01446971514475,1
"3905",14,33,2,2,2,14,6,-1,0.776459187,0.681857639,0.845052083,0.634982639,0.595486111,0.046875,0.249565972,0.046875,5,2.154257056,1.687855094,1.463391969,2.01205889,0.249565972,0,1,1,0,0.667534722,0.696180556,0.769965278,0.920138889,0.585069444,0.684895833,0.585069444,0.605902778,2,56,26.12931667,"applered","mandm",0,5,8,-0.809389616552511,0.424659935695584,0
"3906",14,34,2,3,2,14,19,1,1.237280629,0.681857639,0.845052083,0.512152778,0.301215278,0.169704861,0.543836806,0.169704861,8,2.154257056,1.687855094,1.170830084,1.702553488,0.543836806,0,1,1,0,0.667534722,0.696180556,0.769965278,0.920138889,0.493923611,0.530381944,0.1953125,0.407118056,2,56,26.12931667,"applered","smarties",1,7,8,0.146069453951088,2.12453782284006,1
"3907",14,35,2,4,2,25,14,1,0.808927979,0.846354167,0.529513889,0.681857639,0.845052083,0.164496528,-0.315538194,0.164496528,8,1.954482308,1.137868491,2.154257056,1.687855094,-0.315538194,0,1,1,0,0.8515625,0.841145833,0.513020833,0.546006944,0.667534722,0.696180556,0.769965278,0.920138889,2,56,26.12931667,"wasafibers","applered",1,7,1,0.105555290973624,0.805753501167948,1
"3908",14,36,2,5,2,29,17,1,0.728852818,0.674045139,0.726996528,0.498263889,0.685763889,0.17578125,0.041232639,0.17578125,8,2.534085149,1.496841526,1.554469024,1.937282506,0.041232639,5,1,1,0,0.631076389,0.717013889,0.747395833,0.706597222,0.361111111,0.635416667,0.6875,0.684027778,2,56,26.12931667,"sourcreamchips","raisins",1,7,5,0.193335981314155,-0.778793431082199,1
"3909",14,37,2,6,2,24,2,1,1.416582329,0.471788194,0.422309028,0.370225694,0.596354167,0.1015625,-0.174045139,0.1015625,7,1.321540825,1.213410742,1.254375755,2.695850407,-0.174045139,1,1,1,0,0.510416667,0.433159722,0.421006944,0.423611111,0.236111111,0.504340278,0.651041667,0.541666667,2,56,26.12931667,"twix","salad",1,6,2,-0.383990878063622,-0.0115919085338399,1
"3910",14,38,2,7,2,16,9,-1,1.034277576,0.470052083,0.512152778,0.426215278,0.494357639,0.043836806,0.017795139,0.043836806,5,2.376460837,1.517947464,2.371173721,2.670876875,0.017795139,5,1,1,0,0.466145833,0.473958333,0.495659722,0.528645833,0.3203125,0.532118056,0.493923611,0.494791667,2,56,26.12931667,"plum","orange",0,5,5,-0.833022876344684,-0.914181935061321,0
"3918",14,46,2,15,2,10,2,1,2.245206965,0.330295139,0.588107639,0.370225694,0.596354167,-0.039930556,-0.008246528,-0.039930556,4,2.070807812,2.1541959,1.254375755,2.695850407,-0.008246528,4,1,1,0,0.290798611,0.369791667,0.578125,0.598090278,0.236111111,0.504340278,0.651041667,0.541666667,2,56,26.12931667,"oreo","salad",1,4,4,-0.863408500522462,-0.96934021381838,0
"3919",14,47,2,16,2,7,19,1,1.982568945,0.61328125,0.597222222,0.512152778,0.301215278,0.101128472,0.296006944,0.101128472,7,3.012859744,1.60323095,1.170830084,1.702553488,0.296006944,0,1,1,0,0.641493056,0.585069444,0.5859375,0.608506944,0.493923611,0.530381944,0.1953125,0.407118056,2,56,26.12931667,"muesli","smarties",1,6,8,-0.387367060256424,0.692929747852013,1
"3920",14,48,2,17,2,6,12,-1,1.153809482,0.634982639,0.595486111,0.760850694,0.559461806,-0.125868056,0.036024306,-0.125868056,2,1.463391969,2.01205889,2.038157828,1.545642137,0.036024306,5,1,1,0,0.585069444,0.684895833,0.585069444,0.605902778,0.735243056,0.786458333,0.598090278,0.520833333,2,56,26.12931667,"mandm","pizza",0,2,5,-0.194924768611351,-0.808879763374256,1
"3921",14,49,2,18,2,2,16,-1,1.566094705,0.370225694,0.596354167,0.470052083,0.512152778,-0.099826389,0.084201389,-0.099826389,3,1.254375755,2.695850407,2.376460837,1.517947464,0.084201389,6,1,1,0,0.236111111,0.504340278,0.651041667,0.541666667,0.466145833,0.473958333,0.495659722,0.528645833,2,56,26.12931667,"salad","plum",0,3,6,-0.39749559905611,-0.530581173787141,1
"3922",14,50,2,19,2,14,1,-1,1.710809922,0.681857639,0.845052083,0.796440972,0.575086806,-0.114583333,0.269965278,-0.114583333,2,2.154257056,1.687855094,1.546282848,1.918116197,0.269965278,0,1,1,0,0.667534722,0.696180556,0.769965278,0.920138889,0.857638889,0.735243056,0.589409722,0.560763889,2,56,26.12931667,"applered","blevita",0,3,8,-0.282705466730603,0.54249808061515,1
"3928",14,56,3,1,2,27,17,-1,1.699031068,0.308159722,0.563802083,0.498263889,0.685763889,-0.190104167,-0.121961806,-0.190104167,1,2.453280813,1.180308065,1.554469024,1.937282506,-0.121961806,2,1,1,0,0.280381944,0.3359375,0.592013889,0.535590278,0.361111111,0.635416667,0.6875,0.684027778,2,56,26.12931667,"graneochips","raisins",0,1,3,0.30474993922558,-0.312455248784141,1
"3929",14,57,3,2,2,22,28,1,1.509794853,0.290798611,0.442708333,0.259548611,0.748263889,0.03125,-0.305555556,0.03125,5,2.712629657,3.109768058,1.887118695,0.812228675,-0.305555556,0,1,1,0,0.34375,0.237847222,0.399305556,0.486111111,0.282986111,0.236111111,0.769097222,0.727430556,2,56,26.12931667,"toblerone","paprikachips",1,5,1,-0.930932113263621,0.748088032385649,1
"3930",14,58,3,3,2,30,26,-1,1.381913926,0.248263889,0.503472222,0.369791667,0.62890625,-0.121527778,-0.125434028,-0.121527778,2,2.096241007,1.370876476,2.50401451,1.802218071,-0.125434028,2,1,1,0,0.250868056,0.245659722,0.503472222,0.503472222,0.518229167,0.221354167,0.618923611,0.638888889,2,56,26.12931667,"radish","zucchini",0,3,3,-0.228686574981931,-0.29239769392277,1
"3931",14,59,3,4,2,13,2,1,1.345670553,0.521267361,0.638454861,0.370225694,0.596354167,0.151041667,0.042100694,0.151041667,8,2.021074649,1.913121206,1.254375755,2.695850407,0.042100694,5,1,1,0,0.510416667,0.532118056,0.615451389,0.661458333,0.236111111,0.504340278,0.651041667,0.541666667,2,56,26.12931667,"pear","salad",1,7,5,0.000893697447802877,-0.773779045255144,1
"3932",14,60,3,5,2,22,18,-1,1.269224905,0.290798611,0.442708333,0.487847222,0.987413194,-0.197048611,-0.544704861,-0.197048611,1,2.712629657,3.109768058,1.862494603,2.012653522,-0.544704861,0,1,1,0,0.34375,0.237847222,0.399305556,0.486111111,0.503472222,0.472222222,0.982638889,0.9921875,2,56,26.12931667,"toblerone","rasberries",0,1,1,0.358768823195532,2.12955220866711,1
"3933",14,61,3,6,2,10,23,1,1.648192269,0.330295139,0.588107639,0.283420139,0.923177083,0.046875,-0.335069444,0.046875,5,2.070807812,2.1541959,2.196144238,1.795914635,-0.335069444,0,1,1,0,0.290798611,0.369791667,0.578125,0.598090278,0.305555556,0.261284722,0.957465278,0.888888889,2,56,26.12931667,"oreo","tomatoes",1,5,1,-0.809389616552511,0.918577254483883,1
"3941",14,69,3,14,2,18,13,1,2.225607588,0.487847222,0.987413194,0.521267361,0.638454861,-0.033420139,0.348958333,-0.033420139,4,1.862494603,2.012653522,2.021074649,1.913121206,0.348958333,0,1,1,0,0.503472222,0.472222222,0.982638889,0.9921875,0.510416667,0.532118056,0.615451389,0.661458333,2,56,26.12931667,"rasberries","pear",1,4,8,-0.914051210078332,0.998807479705945,0
"3942",14,70,3,15,2,22,15,1,1.288936353,0.290798611,0.442708333,0.191840278,0.671006944,0.098958333,-0.228298611,0.098958333,6,2.712629657,3.109768058,3.585795202,2.468763991,-0.228298611,0,1,1,0,0.34375,0.237847222,0.399305556,0.486111111,0.189236111,0.194444444,0.621527778,0.720486111,2,56,26.12931667,"toblerone","pringles",1,6,1,-0.404247963441714,0.301807404948963,1
"3943",14,71,3,16,2,22,11,-1,0.833383111,0.290798611,0.442708333,0.299479167,0.711371528,-0.008680556,-0.268663194,-0.008680556,4,2.712629657,3.109768058,1.520301244,2.984866263,-0.268663194,0,1,1,0,0.34375,0.237847222,0.399305556,0.486111111,0.3046875,0.294270833,0.723958333,0.698784722,2,56,26.12931667,"toblerone","chocolatechipcookie",0,4,1,-1.10649349394468,0.534976493209703,1
"3944",14,72,3,17,2,3,29,-1,1.391019,0.609375,0.819878472,0.674045139,0.726996528,-0.064670139,0.092881944,-0.064670139,3,1.712847542,1.579813188,2.534085149,1.496841526,0.092881944,6,1,1,0,0.589409722,0.629340278,0.807291667,0.832465278,0.631076389,0.717013889,0.747395833,0.706597222,2,56,26.12931667,"petitbeurre","sourcreamchips",0,3,6,-0.67096621665611,-0.480437286633712,1
"3945",14,73,3,18,2,21,9,-1,1.247131233,0.365451389,0.586805556,0.426215278,0.494357639,-0.060763889,0.092447917,-0.060763889,3,1.746323695,1.387895798,2.371173721,2.670876875,0.092447917,6,1,1,0,0.4375,0.293402778,0.6015625,0.572048611,0.3203125,0.532118056,0.493923611,0.494791667,2,56,26.12931667,"strawberries","orange",0,4,6,-0.701351840833887,-0.482944476658952,1
"3951",14,79,3,24,2,5,17,-1,1.386773094,0.566840278,0.601996528,0.498263889,0.685763889,0.068576389,-0.083767361,0.068576389,6,1.096668385,1.640684636,1.554469024,1.937282506,-0.083767361,3,1,1,0,0.493055556,0.640625,0.618055556,0.5859375,0.361111111,0.635416667,0.6875,0.684027778,2,56,26.12931667,"rizaulait","raisins",0,6,3,-0.640580592478332,-0.533088369588957,0
"3952",14,80,3,25,2,23,9,-1,1.144581812,0.283420139,0.923177083,0.426215278,0.494357639,-0.142795139,0.428819444,-0.142795139,2,2.196144238,1.795914635,2.371173721,2.670876875,0.428819444,0,1,1,0,0.305555556,0.261284722,0.957465278,0.888888889,0.3203125,0.532118056,0.493923611,0.494791667,2,56,26.12931667,"tomatoes","orange",0,2,8,-0.0632537331005546,1.46013127040037,1
"3953",14,81,3,26,2,27,20,-1,1.057326982,0.308159722,0.563802083,0.274305556,0.350694444,0.033854167,0.213107639,0.033854167,5,2.453280813,1.180308065,2.54562763,1.321085998,0.213107639,0,1,1,0,0.280381944,0.3359375,0.592013889,0.535590278,0.287326389,0.261284722,0.349826389,0.3515625,2,56,26.12931667,"graneochips","snickers",0,5,8,-0.91067502788553,0.21405559809803,0
"3954",14,82,3,27,2,32,18,-1,1.823678712,0.3203125,0.668836806,0.487847222,0.987413194,-0.167534722,-0.318576389,-0.167534722,1,1.569685819,2.2183908,1.862494603,2.012653522,-0.318576389,0,1,1,0,0.401041667,0.239583333,0.650173611,0.6875,0.503472222,0.472222222,0.982638889,0.9921875,2,56,26.12931667,"yogurt","rasberries",0,2,1,0.129188550765798,0.82330386600408,1
"3961",14,89,4,7,2,2,18,-1,1.937679022,0.370225694,0.596354167,0.487847222,0.987413194,-0.117621528,-0.391059028,-0.117621528,2,1.254375755,2.695850407,1.862494603,2.012653522,-0.391059028,0,1,1,0,0.236111111,0.504340278,0.651041667,0.541666667,0.503472222,0.472222222,0.982638889,0.9921875,2,56,26.12931667,"salad","rasberries",0,3,1,-0.259072199159709,1.24200535117395,1
"3962",14,90,4,8,2,27,2,1,1.884182941,0.308159722,0.563802083,0.370225694,0.596354167,-0.062065972,-0.032552083,-0.062065972,3,2.453280813,1.180308065,1.254375755,2.695850407,-0.032552083,4,1,1,0,0.280381944,0.3359375,0.592013889,0.535590278,0.236111111,0.504340278,0.651041667,0.541666667,2,56,26.12931667,"graneochips","salad",1,3,4,-0.691223302034201,-0.828937324012204,0
"3963",14,91,4,9,2,19,13,-1,0.976647376,0.512152778,0.301215278,0.521267361,0.638454861,-0.009114583,-0.337239583,-0.009114583,4,1.170830084,1.702553488,2.021074649,1.913121206,-0.337239583,0,1,1,0,0.493923611,0.530381944,0.1953125,0.407118056,0.510416667,0.532118056,0.615451389,0.661458333,2,56,26.12931667,"smarties","pear",0,4,1,-1.1031173195306,0.931113227716384,1
"3964",14,92,4,10,2,20,26,-1,0.976667571,0.274305556,0.350694444,0.369791667,0.62890625,-0.095486111,-0.278211806,-0.095486111,3,2.54562763,1.321085998,2.50401451,1.802218071,-0.278211806,0,1,1,0,0.287326389,0.261284722,0.349826389,0.3515625,0.518229167,0.221354167,0.618923611,0.638888889,2,56,26.12931667,"snickers","zucchini",0,3,1,-0.431257405426689,0.590134777743339,1
"3969",14,97,4,15,2,27,28,-1,1.969473681,0.308159722,0.563802083,0.259548611,0.748263889,0.048611111,-0.184461806,0.048611111,5,2.453280813,1.180308065,1.887118695,0.812228675,-0.184461806,1,1,1,0,0.280381944,0.3359375,0.592013889,0.535590278,0.282986111,0.236111111,0.769097222,0.727430556,2,56,26.12931667,"graneochips","paprikachips",0,5,2,-0.795884895560023,0.048580761826851,0
"3970",14,98,4,16,2,27,10,-1,1.375951396,0.308159722,0.563802083,0.330295139,0.588107639,-0.022135417,-0.024305556,-0.022135417,4,2.453280813,1.180308065,2.070807812,2.1541959,-0.024305556,4,1,1,0,0.280381944,0.3359375,0.592013889,0.535590278,0.290798611,0.369791667,0.578125,0.598090278,2,56,26.12931667,"graneochips","oreo",0,4,4,-1.00183190041886,-0.876574015363817,1
"3971",14,99,4,17,2,32,4,1,1.925743439,0.3203125,0.668836806,0.327256944,0.854166667,-0.006944444,-0.185329861,-0.006944444,4,1.569685819,2.2183908,2.654801057,1.694454353,-0.185329861,1,1,1,0,0.401041667,0.239583333,0.650173611,0.6875,0.344618056,0.309895833,0.846354167,0.861979167,2,56,26.12931667,"yogurt","mikado",1,4,2,-1.11999822271589,0.0535951476539058,0
"3972",14,100,4,18,2,30,15,1,1.642269846,0.248263889,0.503472222,0.191840278,0.671006944,0.056423611,-0.167534722,0.056423611,6,2.096241007,1.370876476,3.585795202,2.468763991,-0.167534722,1,1,1,0,0.250868056,0.245659722,0.503472222,0.503472222,0.189236111,0.194444444,0.621527778,0.720486111,2,56,26.12931667,"radish","pringles",1,5,2,-0.735113647204467,-0.0491998282313436,1
"3973",14,101,4,19,2,7,24,1,1.774058189,0.61328125,0.597222222,0.471788194,0.422309028,0.141493056,0.174913194,0.141493056,7,3.012859744,1.60323095,1.321540825,1.213410742,0.174913194,8,1,1,0,0.641493056,0.585069444,0.5859375,0.608506944,0.510416667,0.433159722,0.421006944,0.423611111,2,56,26.12931667,"muesli","twix",1,7,7,-0.0733822719002404,-0.00657752270678507,1
"3978",14,106,4,24,2,24,4,-1,1.897742135,0.471788194,0.422309028,0.327256944,0.854166667,0.14453125,-0.431857639,0.14453125,7,1.321540825,1.213410742,2.654801057,1.694454353,-0.431857639,0,1,1,0,0.510416667,0.433159722,0.421006944,0.423611111,0.344618056,0.309895833,0.846354167,0.861979167,2,56,26.12931667,"twix","mikado",0,7,1,-0.0497490121080666,1.4776816352365,0
"3979",14,107,4,25,2,14,12,-1,1.157533148,0.681857639,0.845052083,0.760850694,0.559461806,-0.078993056,0.285590278,-0.078993056,3,2.154257056,1.687855094,2.038157828,1.545642137,0.285590278,0,1,1,0,0.667534722,0.696180556,0.769965278,0.920138889,0.735243056,0.786458333,0.598090278,0.520833333,2,56,26.12931667,"applered","pizza",0,3,8,-0.559552258744685,0.632757083267898,1
"3980",14,108,4,26,2,22,16,-1,1.393828745,0.290798611,0.442708333,0.470052083,0.512152778,-0.179253472,-0.069444444,-0.179253472,1,2.712629657,3.109768058,2.376460837,1.517947464,-0.069444444,3,1,1,0,0.34375,0.237847222,0.399305556,0.486111111,0.466145833,0.473958333,0.495659722,0.528645833,2,56,26.12931667,"toblerone","plum",0,2,3,0.220345423299131,-0.615825790612835,1
"3981",14,109,4,27,2,16,10,-1,1.851626825,0.470052083,0.512152778,0.330295139,0.588107639,0.139756944,-0.075954861,0.139756944,7,2.376460837,1.517947464,2.070807812,2.1541959,-0.075954861,3,1,1,0,0.466145833,0.473958333,0.495659722,0.528645833,0.290798611,0.369791667,0.578125,0.598090278,2,56,26.12931667,"plum","oreo",0,7,3,-0.0868870006714482,-0.578217870915331,0
"3982",14,110,4,28,2,24,32,-1,1.294787949,0.471788194,0.422309028,0.3203125,0.668836806,0.151475694,-0.246527778,0.151475694,8,1.321540825,1.213410742,1.569685819,2.2183908,-0.246527778,0,1,1,0,0.510416667,0.433159722,0.421006944,0.423611111,0.401041667,0.239583333,0.650173611,0.6875,2,56,26.12931667,"twix","yogurt",0,7,1,0.00426987186188504,0.407109576636028,0
"3983",14,111,4,29,2,14,3,-1,1.113833626,0.681857639,0.845052083,0.609375,0.819878472,0.072482639,0.025173611,0.072482639,6,2.154257056,1.687855094,1.712847542,1.579813188,0.025173611,5,1,1,0,0.667534722,0.696180556,0.769965278,0.920138889,0.589409722,0.629340278,0.807291667,0.832465278,2,56,26.12931667,"applered","petitbeurre",0,6,5,-0.610194968300554,-0.871559629536762,0
"3984",14,112,4,30,2,26,24,1,1.714676094,0.369791667,0.62890625,0.471788194,0.422309028,-0.101996528,0.206597222,-0.101996528,2,2.50401451,1.802218071,1.321540825,1.213410742,0.206597222,0,1,1,0,0.518229167,0.221354167,0.618923611,0.638888889,0.510416667,0.433159722,0.421006944,0.423611111,2,56,26.12931667,"zucchini","twix",1,3,8,-0.38061469587082,0.176447678400527,0
"3990",14,118,5,6,2,9,20,1,1.201786199,0.426215278,0.494357639,0.274305556,0.350694444,0.151909722,0.143663194,0.151909722,8,2.371173721,2.670876875,2.54562763,1.321085998,0.143663194,7,0,1,0,0.3203125,0.532118056,0.493923611,0.494791667,0.287326389,0.261284722,0.349826389,0.3515625,2,56,26.12931667,"orange","snickers",1,7,7,0.00764605405468699,-0.187095528012281,1
"3991",14,119,5,7,2,1,3,1,1.303255299,0.796440972,0.575086806,0.609375,0.819878472,0.187065972,-0.244791667,0.187065972,8,1.546282848,1.918116197,1.712847542,1.579813188,-0.244791667,0,0,1,0,0.857638889,0.735243056,0.589409722,0.560763889,0.589409722,0.629340278,0.807291667,0.832465278,2,56,26.12931667,"blevita","petitbeurre",1,7,1,0.281116671654687,0.397080799205342,1
"3992",14,120,5,8,2,30,9,-1,0.862206745,0.248263889,0.503472222,0.426215278,0.494357639,-0.177951389,0.009114583,-0.177951389,1,2.096241007,1.370876476,2.371173721,2.670876875,0.009114583,5,0,1,0,0.250868056,0.245659722,0.503472222,0.503472222,0.3203125,0.532118056,0.493923611,0.494791667,2,56,26.12931667,"radish","orange",0,2,5,0.210216884499445,-0.964325827991326,1
"3993",14,121,5,9,2,23,11,-1,2.101780282,0.283420139,0.923177083,0.299479167,0.711371528,-0.016059028,0.211805556,-0.016059028,4,2.196144238,1.795914635,1.520301244,2.984866263,0.211805556,0,0,1,0,0.305555556,0.261284722,0.957465278,0.888888889,0.3046875,0.294270833,0.723958333,0.698784722,2,56,26.12931667,"tomatoes","chocolatechipcookie",0,4,8,-1.04909842778193,0.20653401646916,1
"3994",14,122,5,10,2,31,17,1,1.254890031,0.6953125,0.551215278,0.498263889,0.685763889,0.197048611,-0.134548611,0.197048611,8,1.901734601,1.744617453,1.554469024,1.937282506,-0.134548611,2,0,1,0,0.699652778,0.690972222,0.579861111,0.522569444,0.361111111,0.635416667,0.6875,0.684027778,2,56,26.12931667,"muffins","raisins",1,8,2,0.358768823195532,-0.239746610967525,1
"3995",14,123,5,11,2,28,11,-1,1.009945324,0.259548611,0.748263889,0.299479167,0.711371528,-0.039930556,0.036892361,-0.039930556,4,1.887118695,0.812228675,1.520301244,2.984866263,0.036892361,5,0,1,0,0.282986111,0.236111111,0.769097222,0.727430556,0.3046875,0.294270833,0.723958333,0.698784722,2,56,26.12931667,"paprikachips","chocolatechipcookie",0,4,5,-0.863408500522462,-0.803865377547201,1
"3996",14,124,5,12,2,2,32,-1,0.697044506,0.370225694,0.596354167,0.3203125,0.668836806,0.049913194,-0.072482639,0.049913194,5,1.254375755,2.695850407,1.569685819,2.2183908,-0.072482639,3,0,1,0,0.236111111,0.504340278,0.651041667,0.541666667,0.401041667,0.239583333,0.650173611,0.6875,2,56,26.12931667,"salad","yogurt",0,5,3,-0.785756356760337,-0.598275425776702,0
"4003",14,131,5,19,2,7,1,-1,1.26385971,0.61328125,0.597222222,0.796440972,0.575086806,-0.183159722,0.022135417,-0.183159722,1,3.012859744,1.60323095,1.546282848,1.918116197,0.022135417,5,0,1,0,0.641493056,0.585069444,0.5859375,0.608506944,0.857638889,0.735243056,0.589409722,0.560763889,2,56,26.12931667,"muesli","blevita",0,2,5,0.250731047476909,-0.889109988596318,1
"4004",14,132,5,20,2,10,15,1,1.255363916,0.330295139,0.588107639,0.191840278,0.671006944,0.138454861,-0.082899306,0.138454861,7,2.070807812,2.1541959,3.585795202,2.468763991,-0.082899306,3,0,1,0,0.290798611,0.369791667,0.578125,0.598090278,0.189236111,0.194444444,0.621527778,0.720486111,2,56,26.12931667,"oreo","pringles",1,7,3,-0.0970155394711341,-0.538102755416012,1
"4005",14,133,5,21,2,29,25,-1,1.923649357,0.674045139,0.726996528,0.846354167,0.529513889,-0.172309028,0.197482639,-0.172309028,1,2.534085149,1.496841526,1.954482308,1.137868491,0.197482639,8,0,1,0,0.631076389,0.717013889,0.747395833,0.706597222,0.8515625,0.841145833,0.513020833,0.546006944,2,56,26.12931667,"sourcreamchips","wasafibers",0,2,7,0.16632653932918,0.123796595445282,1
"4006",14,134,5,22,2,19,21,-1,1.150929764,0.512152778,0.301215278,0.365451389,0.586805556,0.146701389,-0.285590278,0.146701389,7,1.170830084,1.702553488,1.746323695,1.387895798,-0.285590278,0,0,1,0,0.493923611,0.530381944,0.1953125,0.407118056,0.4375,0.293402778,0.6015625,0.572048611,2,56,26.12931667,"smarties","strawberries",0,7,1,-0.0328681089227768,0.632757083267898,0
"4007",14,135,5,23,2,6,1,-1,1.102946221,0.634982639,0.595486111,0.796440972,0.575086806,-0.161458333,0.020399306,-0.161458333,1,1.463391969,2.01205889,1.546282848,1.918116197,0.020399306,5,0,1,0,0.585069444,0.684895833,0.585069444,0.605902778,0.857638889,0.735243056,0.589409722,0.560763889,2,56,26.12931667,"mandm","blevita",0,2,5,0.0819220234027305,-0.899138766027004,1
"4008",14,136,5,24,2,2,23,-1,1.147966704,0.370225694,0.596354167,0.283420139,0.923177083,0.086805556,-0.326822917,0.086805556,6,1.254375755,2.695850407,2.196144238,1.795914635,-0.326822917,0,0,1,0,0.236111111,0.504340278,0.651041667,0.541666667,0.305555556,0.261284722,0.957465278,0.888888889,2,56,26.12931667,"salad","tomatoes",0,6,1,-0.498781010389129,0.870940563132269,0
"4015",14,143,5,31,2,29,7,1,1.346694269,0.674045139,0.726996528,0.61328125,0.597222222,0.060763889,0.129774306,0.060763889,6,2.534085149,1.496841526,3.012859744,1.60323095,0.129774306,7,0,1,0,0.631076389,0.717013889,0.747395833,0.706597222,0.641493056,0.585069444,0.5859375,0.608506944,2,56,26.12931667,"sourcreamchips","muesli",1,6,7,-0.701351840833887,-0.267325747457767,1
"4016",14,144,5,32,2,3,31,-1,1.41980594,0.609375,0.819878472,0.6953125,0.551215278,-0.0859375,0.268663194,-0.0859375,3,1.712847542,1.579813188,1.901734601,1.744617453,0.268663194,0,0,1,0,0.589409722,0.629340278,0.807291667,0.832465278,0.699652778,0.690972222,0.579861111,0.522569444,2,56,26.12931667,"petitbeurre","muffins",0,3,8,-0.505533374774733,0.534976493209703,1
"4017",14,145,5,33,2,14,29,-1,1.041504747,0.681857639,0.845052083,0.674045139,0.726996528,0.0078125,0.118055556,0.0078125,5,2.154257056,1.687855094,2.534085149,1.496841526,0.118055556,7,0,1,0,0.667534722,0.696180556,0.769965278,0.920138889,0.631076389,0.717013889,0.747395833,0.706597222,2,56,26.12931667,"applered","sourcreamchips",0,5,6,-1.11324585833029,-0.335019999447328,0
