Participant,Trial_Nr,Run_Nr,Trial_nr_run,Cue_Taste1_Size2,Top_image_index,Bottom_image_index,Choice,RT_choice,Size_top_image,Taste_top_image,Size_bottom_image,Taste_bottom_image,Size_diff,Taste_diff,Cued_diff,Category,mean_RT_size_pic1,mean_RT_taste_pic1,mean_RT_size_pic2,mean_RT_taste_pic2,Diff_category_oposite_to_cue,Category_opposite_to_cue,Stimulation,Session_type,Accuracy,Size1_TopPic,Size2_TopPic,Taste1_TopPic,Taste2_TopPic,Size1_BotPic,Size2_BotPic,Taste1_BotPic,Taste2_BotPic,Amplitude,Circumfence,Time_between_tasks,Name_top_image,Name_bottom_image
1,1,1,1,1,4,1,-1,1.767825067,0.347222222,0.371527778,0.626302083,0.274739583,-0.279079861,0.096788194,0.096788194,6,2.362687289,1.572754489,1.888526933,3.379911822,-0.279079861,0,1,1,0,0.311631944,0.3828125,0.388020833,0.355034722,0.701388889,0.551215278,0.365451389,0.184027778,1,57,33.12138333,mikado,blevita
1,2,1,2,1,10,5,-1,1.46487552,0.260850694,0.417534722,0.523003472,0.405815972,-0.262152778,0.01171875,0.01171875,5,1.813897813,2.0965632,2.68007936,1.555521138,-0.262152778,0,1,1,0,0.300347222,0.221354167,0.342013889,0.493055556,0.572048611,0.473958333,0.420138889,0.391493056,1,57,33.12138333,oreo,rizaulait
1,3,1,3,1,31,1,-1,1.494438969,0.473524306,0.234809028,0.626302083,0.274739583,-0.152777778,-0.039930556,-0.039930556,4,1.762503538,1.938525013,1.888526933,3.379911822,-0.152777778,1,1,1,0,0.493923611,0.453125,0.296875,0.172743056,0.701388889,0.551215278,0.365451389,0.184027778,1,57,33.12138333,muffins,blevita
1,4,1,4,1,10,2,1,1.572429653,0.260850694,0.417534722,0.268229167,0.604600694,-0.007378472,-0.187065972,-0.187065972,1,1.813897813,2.0965632,2.6136576,1.422693831,-0.007378472,4,1,1,0,0.300347222,0.221354167,0.342013889,0.493055556,0.308159722,0.228298611,0.590277778,0.618923611,1,57,33.12138333,oreo,salad
1,5,1,5,1,3,16,-1,1.436993991,0.485243056,0.625,0.329861111,0.737847222,0.155381944,-0.112847222,-0.112847222,2,1.822734507,2.121227378,1.63076096,1.489164231,0.155381944,8,1,1,0,0.463541667,0.506944444,0.663194444,0.586805556,0.316840278,0.342881944,0.821180556,0.654513889,1,57,33.12138333,petitbeurre,plum
1,6,1,6,2,10,4,-1,1.44894976,0.260850694,0.417534722,0.347222222,0.371527778,-0.086371528,0.046006944,-0.086371528,3,1.813897813,2.0965632,2.362687289,1.572754489,0.046006944,5,1,1,0,0.300347222,0.221354167,0.342013889,0.493055556,0.311631944,0.3828125,0.388020833,0.355034722,1,57,33.12138333,oreo,mikado
1,7,1,7,2,24,3,-1,1.488925867,0.313368056,0.465711806,0.485243056,0.625,-0.171875,-0.159288194,-0.171875,1,2.347235982,1.929689884,1.822734507,2.121227378,-0.159288194,1,1,1,0,0.300347222,0.326388889,0.416666667,0.514756944,0.463541667,0.506944444,0.663194444,0.586805556,1,57,33.12138333,twix,petitbeurre
1,8,1,8,2,26,18,-1,1.818482347,0.304253472,0.067708333,0.434027778,0.402777778,-0.129774306,-0.335069444,-0.129774306,2,2.270968462,2.837418667,2.046184391,2.621846471,-0.335069444,0,1,1,0,0.271701389,0.336805556,0.078993056,0.056423611,0.40625,0.461805556,0.453993056,0.3515625,1,57,33.12138333,zucchini,rasberries
1,9,1,9,2,3,22,1,1.210075022,0.485243056,0.625,0.384548611,0.392795139,0.100694444,0.232204861,0.100694444,7,1.822734507,2.121227378,2.171847822,1.663582009,0.232204861,0,1,1,0,0.463541667,0.506944444,0.663194444,0.586805556,0.227430556,0.541666667,0.297743056,0.487847222,1,57,33.12138333,petitbeurre,toblerone
1,10,1,10,2,26,3,-1,1.382334009,0.304253472,0.067708333,0.485243056,0.625,-0.180989583,-0.557291667,-0.180989583,1,2.270968462,2.837418667,1.822734507,2.121227378,-0.557291667,0,1,1,0,0.271701389,0.336805556,0.078993056,0.056423611,0.463541667,0.506944444,0.663194444,0.586805556,1,57,33.12138333,zucchini,petitbeurre
1,11,1,11,2,11,19,-1,1.611372089,0.388888889,0.893229167,0.337239583,0.309027778,0.051649306,0.584201389,0.051649306,6,2.06403328,1.730654151,1.996787058,1.904550542,0.584201389,0,1,1,0,0.388020833,0.389756944,0.879340278,0.907118056,0.310763889,0.363715278,0.373263889,0.244791667,1,57,33.12138333,chocolatechipcookie,smarties
1,12,1,12,1,26,30,1,1.441526329,0.304253472,0.067708333,0.493055556,0.013020833,-0.188802083,0.0546875,0.0546875,6,2.270968462,2.837418667,2.888347164,2.372276764,-0.188802083,1,1,1,0,0.271701389,0.336805556,0.078993056,0.056423611,0.644965278,0.341145833,0.018229167,0.0078125,1,57,33.12138333,zucchini,radish
1,13,1,13,1,9,14,1,1.765836516,0.373697917,0.551649306,0.436631944,0.614583333,-0.062934028,-0.062934028,-0.062934028,3,2.329526044,1.906959218,2.979238969,1.897152853,-0.062934028,3,1,1,0,0.394097222,0.353298611,0.647569444,0.455729167,0.386284722,0.486979167,0.604166667,0.625,1,57,33.12138333,orange,applered
1,14,1,14,1,19,4,-1,1.762665813,0.337239583,0.309027778,0.347222222,0.371527778,-0.009982639,-0.0625,-0.0625,3,1.996787058,1.904550542,2.362687289,1.572754489,-0.009982639,4,1,1,0,0.310763889,0.363715278,0.373263889,0.244791667,0.311631944,0.3828125,0.388020833,0.355034722,1,57,33.12138333,smarties,mikado
1,15,1,15,1,2,9,-1,1.192120889,0.268229167,0.604600694,0.373697917,0.551649306,-0.10546875,0.052951389,0.052951389,6,2.6136576,1.422693831,2.329526044,1.906959218,-0.10546875,2,1,1,0,0.308159722,0.228298611,0.590277778,0.618923611,0.394097222,0.353298611,0.647569444,0.455729167,1,57,33.12138333,salad,orange
1,16,1,16,1,31,20,-1,1.323469938,0.473524306,0.234809028,0.513888889,0.318576389,-0.040364583,-0.083767361,-0.083767361,3,1.762503538,1.938525013,2.588188871,1.554837618,-0.040364583,4,1,1,0,0.493923611,0.453125,0.296875,0.172743056,0.421006944,0.606770833,0.414930556,0.222222222,1,57,33.12138333,muffins,snickers
1,17,1,17,1,16,23,1,1.258801778,0.329861111,0.737847222,0.412326389,0.64453125,-0.082465278,0.093315972,0.093315972,6,1.63076096,1.489164231,1.979420444,2.030724124,-0.082465278,3,1,1,0,0.316840278,0.342881944,0.821180556,0.654513889,0.295138889,0.529513889,0.616319444,0.672743056,1,57,33.12138333,plum,tomatoes
1,18,1,18,2,8,30,1,0.960136533,0.674045139,0.283420139,0.493055556,0.013020833,0.180989583,0.270399306,0.180989583,8,2.988380871,1.597118009,2.888347164,2.372276764,0.270399306,0,1,1,0,0.790798611,0.557291667,0.375,0.191840278,0.644965278,0.341145833,0.018229167,0.0078125,1,57,33.12138333,lachgummi,radish
1,19,1,19,2,24,13,1,1.846477084,0.313368056,0.465711806,0.292534722,0.708333333,0.020833333,-0.242621528,0.020833333,5,2.347235982,1.929689884,1.580664889,2.304880356,-0.242621528,0,1,1,0,0.300347222,0.326388889,0.416666667,0.514756944,0.325520833,0.259548611,0.685763889,0.730902778,1,57,33.12138333,twix,pear
1,20,1,20,2,13,10,1,1.707538489,0.292534722,0.708333333,0.260850694,0.417534722,0.031684028,0.290798611,0.031684028,5,1.580664889,2.304880356,1.813897813,2.0965632,0.290798611,0,1,1,0,0.325520833,0.259548611,0.685763889,0.730902778,0.300347222,0.221354167,0.342013889,0.493055556,1,57,33.12138333,pear,oreo
1,21,1,21,2,2,23,-1,1.524396658,0.268229167,0.604600694,0.412326389,0.64453125,-0.144097222,-0.039930556,-0.144097222,2,2.6136576,1.422693831,1.979420444,2.030724124,-0.039930556,4,1,1,0,0.308159722,0.228298611,0.590277778,0.618923611,0.295138889,0.529513889,0.616319444,0.672743056,1,57,33.12138333,salad,tomatoes
1,22,1,22,2,26,23,1,1.35752448,0.304253472,0.067708333,0.412326389,0.64453125,-0.108072917,-0.576822917,-0.108072917,2,2.270968462,2.837418667,1.979420444,2.030724124,-0.576822917,0,1,1,0,0.271701389,0.336805556,0.078993056,0.056423611,0.295138889,0.529513889,0.616319444,0.672743056,1,57,33.12138333,zucchini,tomatoes
1,23,1,23,2,27,17,-1,1.493425493,0.381076389,0.238715278,0.5,0.739583333,-0.118923611,-0.500868056,-0.118923611,2,2.29582336,1.929995378,2.363587413,1.889484089,-0.500868056,0,1,1,0,0.322916667,0.439236111,0.3515625,0.125868056,0.375,0.625,0.737847222,0.741319444,1,57,33.12138333,graneochips,raisins
1,24,1,24,2,5,22,1,1.055717262,0.523003472,0.405815972,0.384548611,0.392795139,0.138454861,0.013020833,0.138454861,7,2.68007936,1.555521138,2.171847822,1.663582009,0.013020833,5,1,1,0,0.572048611,0.473958333,0.420138889,0.391493056,0.227430556,0.541666667,0.297743056,0.487847222,1,57,33.12138333,rizaulait,toblerone
1,25,1,25,1,7,8,-1,1.57311232,0.540798611,0.191840278,0.674045139,0.283420139,-0.133246528,-0.091579861,-0.091579861,3,1.729693867,1.655938276,2.988380871,1.597118009,-0.133246528,2,1,1,0,0.559027778,0.522569444,0.209201389,0.174479167,0.790798611,0.557291667,0.375,0.191840278,1,57,33.12138333,muesli,lachgummi
1,26,1,26,1,14,12,-1,1.246628124,0.436631944,0.614583333,0.791666667,0.696614583,-0.355034722,-0.08203125,-0.08203125,3,2.979238969,1.897152853,3.263822933,2.13839616,-0.355034722,0,1,1,0,0.386284722,0.486979167,0.604166667,0.625,0.799479167,0.783854167,0.729166667,0.6640625,1,57,33.12138333,applered,pizza
1,27,1,27,1,1,15,1,1.740530916,0.626302083,0.274739583,0.1328125,0.081163194,0.493489583,0.193576389,0.193576389,8,1.888526933,3.379911822,2.73741184,1.70495488,0.493489583,0,1,1,0,0.701388889,0.551215278,0.365451389,0.184027778,0.15625,0.109375,0.145833333,0.016493056,1,57,33.12138333,blevita,pringles
1,28,1,28,1,25,21,-1,1.778432,0.70703125,0.466145833,0.355902778,0.354600694,0.351128472,0.111545139,0.111545139,7,2.272516978,1.979454578,2.289274738,1.670899627,0.351128472,0,1,1,0,0.806423611,0.607638889,0.435763889,0.496527778,0.348958333,0.362847222,0.363715278,0.345486111,1,57,33.12138333,wasafibers,strawberries
1,29,1,29,1,5,27,1,1.288823467,0.523003472,0.405815972,0.381076389,0.238715278,0.141927083,0.167100694,0.167100694,8,2.68007936,1.555521138,2.29582336,1.929995378,0.141927083,7,1,1,0,0.572048611,0.473958333,0.420138889,0.391493056,0.322916667,0.439236111,0.3515625,0.125868056,1,57,33.12138333,rizaulait,graneochips
1,30,1,30,1,3,17,1,1.490266453,0.485243056,0.625,0.5,0.739583333,-0.014756944,-0.114583333,-0.114583333,2,1.822734507,2.121227378,2.363587413,1.889484089,-0.014756944,4,1,1,0,0.463541667,0.506944444,0.663194444,0.586805556,0.375,0.625,0.737847222,0.741319444,1,57,33.12138333,petitbeurre,raisins
1,31,2,1,2,13,27,1,3.395569493,0.292534722,0.708333333,0.381076389,0.238715278,-0.088541667,0.469618056,-0.088541667,3,1.580664889,2.304880356,2.29582336,1.929995378,0.469618056,0,1,1,0,0.325520833,0.259548611,0.685763889,0.730902778,0.322916667,0.439236111,0.3515625,0.125868056,1,57,33.12138333,pear,graneochips
1,32,2,2,2,4,22,-1,2.145944462,0.347222222,0.371527778,0.384548611,0.392795139,-0.037326389,-0.021267361,-0.037326389,4,2.362687289,1.572754489,2.171847822,1.663582009,-0.021267361,4,1,1,0,0.311631944,0.3828125,0.388020833,0.355034722,0.227430556,0.541666667,0.297743056,0.487847222,1,57,33.12138333,mikado,toblerone
1,33,2,3,2,28,24,-1,1.052280889,0.305989583,0.488715278,0.313368056,0.465711806,-0.007378472,0.023003472,-0.007378472,4,1.754060942,1.996853333,2.347235982,1.929689884,0.023003472,5,1,1,0,0.282986111,0.328993056,0.591145833,0.386284722,0.300347222,0.326388889,0.416666667,0.514756944,1,57,33.12138333,paprikachips,twix
1,34,2,4,2,16,23,1,2.146474951,0.329861111,0.737847222,0.412326389,0.64453125,-0.082465278,0.093315972,-0.082465278,3,1.63076096,1.489164231,1.979420444,2.030724124,0.093315972,6,1,1,0,0.316840278,0.342881944,0.821180556,0.654513889,0.295138889,0.529513889,0.616319444,0.672743056,1,57,33.12138333,plum,tomatoes
1,35,2,5,2,5,25,-1,1.263550578,0.523003472,0.405815972,0.70703125,0.466145833,-0.184027778,-0.060329861,-0.184027778,1,2.68007936,1.555521138,2.272516978,1.979454578,-0.060329861,3,1,1,0,0.572048611,0.473958333,0.420138889,0.391493056,0.806423611,0.607638889,0.435763889,0.496527778,1,57,33.12138333,rizaulait,wasafibers
1,36,2,6,2,17,7,-1,1.256596764,0.5,0.739583333,0.540798611,0.191840278,-0.040798611,0.547743056,-0.040798611,4,2.363587413,1.889484089,1.729693867,1.655938276,0.547743056,0,1,1,0,0.375,0.625,0.737847222,0.741319444,0.559027778,0.522569444,0.209201389,0.174479167,1,57,33.12138333,raisins,muesli
1,37,2,7,2,4,19,-1,1.397121991,0.347222222,0.371527778,0.337239583,0.309027778,0.009982639,0.0625,0.009982639,5,2.362687289,1.572754489,1.996787058,1.904550542,0.0625,6,1,1,0,0.311631944,0.3828125,0.388020833,0.355034722,0.310763889,0.363715278,0.373263889,0.244791667,1,57,33.12138333,mikado,smarties
1,38,2,8,1,10,8,1,2.189684053,0.260850694,0.417534722,0.674045139,0.283420139,-0.413194444,0.134114583,0.134114583,7,1.813897813,2.0965632,2.988380871,1.597118009,-0.413194444,0,1,1,0,0.300347222,0.221354167,0.342013889,0.493055556,0.790798611,0.557291667,0.375,0.191840278,1,57,33.12138333,oreo,lachgummi
1,39,2,9,1,2,13,-1,1.134384356,0.268229167,0.604600694,0.292534722,0.708333333,-0.024305556,-0.103732639,-0.103732639,2,2.6136576,1.422693831,1.580664889,2.304880356,-0.024305556,4,1,1,0,0.308159722,0.228298611,0.590277778,0.618923611,0.325520833,0.259548611,0.685763889,0.730902778,1,57,33.12138333,salad,pear
1,40,2,10,1,7,15,1,1.212129849,0.540798611,0.191840278,0.1328125,0.081163194,0.407986111,0.110677083,0.110677083,7,1.729693867,1.655938276,2.73741184,1.70495488,0.407986111,0,1,1,0,0.559027778,0.522569444,0.209201389,0.174479167,0.15625,0.109375,0.145833333,0.016493056,1,57,33.12138333,muesli,pringles
1,41,2,11,1,22,8,-1,1.389501156,0.384548611,0.392795139,0.674045139,0.283420139,-0.289496528,0.109375,0.109375,7,2.171847822,1.663582009,2.988380871,1.597118009,-0.289496528,0,1,1,0,0.227430556,0.541666667,0.297743056,0.487847222,0.790798611,0.557291667,0.375,0.191840278,1,57,33.12138333,toblerone,lachgummi
1,42,2,12,2,20,14,-1,2.024063716,0.513888889,0.318576389,0.436631944,0.614583333,0.077256944,-0.296006944,0.077256944,6,2.588188871,1.554837618,2.979238969,1.897152853,-0.296006944,0,1,1,0,0.421006944,0.606770833,0.414930556,0.222222222,0.386284722,0.486979167,0.604166667,0.625,1,57,33.12138333,snickers,applered
1,43,2,13,2,21,4,1,1.709469013,0.355902778,0.354600694,0.347222222,0.371527778,0.008680556,-0.016927083,0.008680556,5,2.289274738,1.670899627,2.362687289,1.572754489,-0.016927083,4,1,1,0,0.348958333,0.362847222,0.363715278,0.345486111,0.311631944,0.3828125,0.388020833,0.355034722,1,57,33.12138333,strawberries,mikado
1,44,2,14,2,31,27,1,1.478952676,0.473524306,0.234809028,0.381076389,0.238715278,0.092447917,-0.00390625,0.092447917,6,1.762503538,1.938525013,2.29582336,1.929995378,-0.00390625,4,1,1,0,0.493923611,0.453125,0.296875,0.172743056,0.322916667,0.439236111,0.3515625,0.125868056,1,57,33.12138333,muffins,graneochips
1,45,2,15,2,4,2,1,2.310226773,0.347222222,0.371527778,0.268229167,0.604600694,0.078993056,-0.233072917,0.078993056,6,2.362687289,1.572754489,2.6136576,1.422693831,-0.233072917,0,1,1,0,0.311631944,0.3828125,0.388020833,0.355034722,0.308159722,0.228298611,0.590277778,0.618923611,1,57,33.12138333,mikado,salad
1,46,2,16,1,17,9,-1,1.359373938,0.5,0.739583333,0.373697917,0.551649306,0.126302083,0.187934028,0.187934028,8,2.363587413,1.889484089,2.329526044,1.906959218,0.126302083,7,1,1,0,0.375,0.625,0.737847222,0.741319444,0.394097222,0.353298611,0.647569444,0.455729167,1,57,33.12138333,raisins,orange
1,47,2,17,1,8,27,1,1.509857564,0.674045139,0.283420139,0.381076389,0.238715278,0.29296875,0.044704861,0.044704861,5,2.988380871,1.597118009,2.29582336,1.929995378,0.29296875,0,1,1,0,0.790798611,0.557291667,0.375,0.191840278,0.322916667,0.439236111,0.3515625,0.125868056,1,57,33.12138333,lachgummi,graneochips
1,48,2,18,1,18,27,1,2.004212622,0.434027778,0.402777778,0.381076389,0.238715278,0.052951389,0.1640625,0.1640625,8,2.046184391,2.621846471,2.29582336,1.929995378,0.052951389,6,1,1,0,0.40625,0.461805556,0.453993056,0.3515625,0.322916667,0.439236111,0.3515625,0.125868056,1,57,33.12138333,rasberries,graneochips
1,49,2,19,1,8,19,1,1.65695232,0.674045139,0.283420139,0.337239583,0.309027778,0.336805556,-0.025607639,-0.025607639,4,2.988380871,1.597118009,1.996787058,1.904550542,0.336805556,0,1,1,0,0.790798611,0.557291667,0.375,0.191840278,0.310763889,0.363715278,0.373263889,0.244791667,1,57,33.12138333,lachgummi,smarties
1,50,2,20,1,18,1,-1,1.594658987,0.434027778,0.402777778,0.626302083,0.274739583,-0.192274306,0.128038194,0.128038194,7,2.046184391,2.621846471,1.888526933,3.379911822,-0.192274306,1,1,1,0,0.40625,0.461805556,0.453993056,0.3515625,0.701388889,0.551215278,0.365451389,0.184027778,1,57,33.12138333,rasberries,blevita
1,51,2,21,1,22,1,1,1.505278293,0.384548611,0.392795139,0.626302083,0.274739583,-0.241753472,0.118055556,0.118055556,7,2.171847822,1.663582009,1.888526933,3.379911822,-0.241753472,0,1,1,0,0.227430556,0.541666667,0.297743056,0.487847222,0.701388889,0.551215278,0.365451389,0.184027778,1,57,33.12138333,toblerone,blevita
1,52,2,22,1,21,20,-1,1.812381582,0.355902778,0.354600694,0.513888889,0.318576389,-0.157986111,0.036024306,0.036024306,5,2.289274738,1.670899627,2.588188871,1.554837618,-0.157986111,1,1,1,0,0.348958333,0.362847222,0.363715278,0.345486111,0.421006944,0.606770833,0.414930556,0.222222222,1,57,33.12138333,strawberries,snickers
1,53,2,23,2,30,23,-1,1.787115804,0.493055556,0.013020833,0.412326389,0.64453125,0.080729167,-0.631510417,0.080729167,6,2.888347164,2.372276764,1.979420444,2.030724124,-0.631510417,0,1,1,0,0.644965278,0.341145833,0.018229167,0.0078125,0.295138889,0.529513889,0.616319444,0.672743056,1,57,33.12138333,radish,tomatoes
1,54,2,24,2,26,28,1,1.422948409,0.304253472,0.067708333,0.305989583,0.488715278,-0.001736111,-0.421006944,-0.001736111,4,2.270968462,2.837418667,1.754060942,1.996853333,-0.421006944,0,1,1,0,0.271701389,0.336805556,0.078993056,0.056423611,0.282986111,0.328993056,0.591145833,0.386284722,1,57,33.12138333,zucchini,paprikachips
1,55,2,25,2,24,9,1,2.384931556,0.313368056,0.465711806,0.373697917,0.551649306,-0.060329861,-0.0859375,-0.060329861,3,2.347235982,1.929689884,2.329526044,1.906959218,-0.0859375,3,1,1,0,0.300347222,0.326388889,0.416666667,0.514756944,0.394097222,0.353298611,0.647569444,0.455729167,1,57,33.12138333,twix,orange
1,56,2,26,2,9,32,-1,1.2795008,0.373697917,0.551649306,0.500434028,0.761284722,-0.126736111,-0.209635417,-0.126736111,2,2.329526044,1.906959218,1.413638542,1.931255324,-0.209635417,0,1,1,0,0.394097222,0.353298611,0.647569444,0.455729167,0.493055556,0.5078125,0.823784722,0.698784722,1,57,33.12138333,orange,yogurt
1,57,2,27,2,8,32,1,1.966828658,0.674045139,0.283420139,0.500434028,0.761284722,0.173611111,-0.477864583,0.173611111,8,2.988380871,1.597118009,1.413638542,1.931255324,-0.477864583,0,1,1,0,0.790798611,0.557291667,0.375,0.191840278,0.493055556,0.5078125,0.823784722,0.698784722,1,57,33.12138333,lachgummi,yogurt
1,58,3,1,1,6,17,1,2.353138631,0.616753472,0.557725694,0.5,0.739583333,0.116753472,-0.181857639,-0.181857639,1,1.621272178,1.672655502,2.363587413,1.889484089,0.116753472,7,1,1,0,0.671006944,0.5625,0.556423611,0.559027778,0.375,0.625,0.737847222,0.741319444,1,57,33.12138333,mandm,raisins
1,59,3,2,1,31,5,1,2.035565796,0.473524306,0.234809028,0.523003472,0.405815972,-0.049479167,-0.171006944,-0.171006944,1,1.762503538,1.938525013,2.68007936,1.555521138,-0.049479167,4,1,1,0,0.493923611,0.453125,0.296875,0.172743056,0.572048611,0.473958333,0.420138889,0.391493056,1,57,33.12138333,muffins,rizaulait
1,60,3,3,1,9,13,1,1.979377778,0.373697917,0.551649306,0.292534722,0.708333333,0.081163194,-0.156684028,-0.156684028,1,2.329526044,1.906959218,1.580664889,2.304880356,0.081163194,6,1,1,0,0.394097222,0.353298611,0.647569444,0.455729167,0.325520833,0.259548611,0.685763889,0.730902778,1,57,33.12138333,orange,pear
1,61,3,4,1,21,1,1,1.466881422,0.355902778,0.354600694,0.626302083,0.274739583,-0.270399306,0.079861111,0.079861111,6,2.289274738,1.670899627,1.888526933,3.379911822,-0.270399306,0,1,1,0,0.348958333,0.362847222,0.363715278,0.345486111,0.701388889,0.551215278,0.365451389,0.184027778,1,57,33.12138333,strawberries,blevita
1,62,3,5,2,1,12,-1,2.886378667,0.626302083,0.274739583,0.791666667,0.696614583,-0.165364583,-0.421875,-0.165364583,1,1.888526933,3.379911822,3.263822933,2.13839616,-0.421875,0,1,1,0,0.701388889,0.551215278,0.365451389,0.184027778,0.799479167,0.783854167,0.729166667,0.6640625,1,57,33.12138333,blevita,pizza
1,63,3,6,2,2,26,-1,1.405212729,0.268229167,0.604600694,0.304253472,0.067708333,-0.036024306,0.536892361,-0.036024306,4,2.6136576,1.422693831,2.270968462,2.837418667,0.536892361,0,1,1,0,0.308159722,0.228298611,0.590277778,0.618923611,0.271701389,0.336805556,0.078993056,0.056423611,1,57,33.12138333,salad,zucchini
1,64,3,7,2,17,28,1,1.413448533,0.5,0.739583333,0.305989583,0.488715278,0.194010417,0.250868056,0.194010417,8,2.363587413,1.889484089,1.754060942,1.996853333,0.250868056,0,1,1,0,0.375,0.625,0.737847222,0.741319444,0.282986111,0.328993056,0.591145833,0.386284722,1,57,33.12138333,raisins,paprikachips
1,65,3,8,2,24,30,1,2.087412622,0.313368056,0.465711806,0.493055556,0.013020833,-0.1796875,0.452690972,-0.1796875,1,2.347235982,1.929689884,2.888347164,2.372276764,0.452690972,0,1,1,0,0.300347222,0.326388889,0.416666667,0.514756944,0.644965278,0.341145833,0.018229167,0.0078125,1,57,33.12138333,twix,radish
1,66,3,9,2,31,23,1,1.167566507,0.473524306,0.234809028,0.412326389,0.64453125,0.061197917,-0.409722222,0.061197917,6,1.762503538,1.938525013,1.979420444,2.030724124,-0.409722222,0,1,1,0,0.493923611,0.453125,0.296875,0.172743056,0.295138889,0.529513889,0.616319444,0.672743056,1,57,33.12138333,muffins,tomatoes
1,67,3,10,2,31,30,1,1.219192036,0.473524306,0.234809028,0.493055556,0.013020833,-0.01953125,0.221788194,-0.01953125,4,1.762503538,1.938525013,2.888347164,2.372276764,0.221788194,0,1,1,0,0.493923611,0.453125,0.296875,0.172743056,0.644965278,0.341145833,0.018229167,0.0078125,1,57,33.12138333,muffins,radish
1,68,3,11,1,31,8,-1,1.874582187,0.473524306,0.234809028,0.674045139,0.283420139,-0.200520833,-0.048611111,-0.048611111,4,1.762503538,1.938525013,2.988380871,1.597118009,-0.200520833,0,1,1,0,0.493923611,0.453125,0.296875,0.172743056,0.790798611,0.557291667,0.375,0.191840278,1,57,33.12138333,muffins,lachgummi
1,69,3,12,1,17,32,-1,1.83056384,0.5,0.739583333,0.500434028,0.761284722,-0.000434028,-0.021701389,-0.021701389,4,2.363587413,1.889484089,1.413638542,1.931255324,-0.000434028,4,1,1,0,0.375,0.625,0.737847222,0.741319444,0.493055556,0.5078125,0.823784722,0.698784722,1,57,33.12138333,raisins,yogurt
1,70,3,13,1,10,22,-1,1.350471111,0.260850694,0.417534722,0.384548611,0.392795139,-0.123697917,0.024739583,0.024739583,5,1.813897813,2.0965632,2.171847822,1.663582009,-0.123697917,2,1,1,0,0.300347222,0.221354167,0.342013889,0.493055556,0.227430556,0.541666667,0.297743056,0.487847222,1,57,33.12138333,oreo,toblerone
1,71,3,14,1,8,29,1,1.307988764,0.674045139,0.283420139,0.55078125,0.377604167,0.123263889,-0.094184028,-0.094184028,3,2.988380871,1.597118009,2.412995129,2.104331378,0.123263889,7,1,1,0,0.790798611,0.557291667,0.375,0.191840278,0.578993056,0.522569444,0.374131944,0.381076389,1,57,33.12138333,lachgummi,sourcreamchips
1,72,3,15,1,21,28,1,1.573779911,0.355902778,0.354600694,0.305989583,0.488715278,0.049913194,-0.134114583,-0.134114583,2,2.289274738,1.670899627,1.754060942,1.996853333,0.049913194,5,1,1,0,0.348958333,0.362847222,0.363715278,0.345486111,0.282986111,0.328993056,0.591145833,0.386284722,1,57,33.12138333,strawberries,paprikachips
1,73,3,16,2,24,11,1,1.861576249,0.313368056,0.465711806,0.388888889,0.893229167,-0.075520833,-0.427517361,-0.075520833,3,2.347235982,1.929689884,2.06403328,1.730654151,-0.427517361,0,1,1,0,0.300347222,0.326388889,0.416666667,0.514756944,0.388020833,0.389756944,0.879340278,0.907118056,1,57,33.12138333,twix,chocolatechipcookie
1,74,3,17,2,22,30,1,1.373034382,0.384548611,0.392795139,0.493055556,0.013020833,-0.108506944,0.379774306,-0.108506944,2,2.171847822,1.663582009,2.888347164,2.372276764,0.379774306,0,1,1,0,0.227430556,0.541666667,0.297743056,0.487847222,0.644965278,0.341145833,0.018229167,0.0078125,1,57,33.12138333,toblerone,radish
1,75,3,18,2,29,9,1,1.348474027,0.55078125,0.377604167,0.373697917,0.551649306,0.177083333,-0.174045139,0.177083333,8,2.412995129,2.104331378,2.329526044,1.906959218,-0.174045139,1,1,1,0,0.578993056,0.522569444,0.374131944,0.381076389,0.394097222,0.353298611,0.647569444,0.455729167,1,57,33.12138333,sourcreamchips,orange
1,76,3,19,2,1,3,1,2.11115776,0.626302083,0.274739583,0.485243056,0.625,0.141059028,-0.350260417,0.141059028,7,1.888526933,3.379911822,1.822734507,2.121227378,-0.350260417,0,1,1,0,0.701388889,0.551215278,0.365451389,0.184027778,0.463541667,0.506944444,0.663194444,0.586805556,1,57,33.12138333,blevita,petitbeurre
1,77,3,20,2,5,31,-1,1.764461227,0.523003472,0.405815972,0.473524306,0.234809028,0.049479167,0.171006944,0.049479167,5,2.68007936,1.555521138,1.762503538,1.938525013,0.171006944,8,1,1,0,0.572048611,0.473958333,0.420138889,0.391493056,0.493923611,0.453125,0.296875,0.172743056,1,57,33.12138333,rizaulait,muffins
1,78,3,21,1,6,29,-1,2.703106844,0.616753472,0.557725694,0.55078125,0.377604167,0.065972222,0.180121528,0.180121528,8,1.621272178,1.672655502,2.412995129,2.104331378,0.065972222,6,1,1,0,0.671006944,0.5625,0.556423611,0.559027778,0.578993056,0.522569444,0.374131944,0.381076389,1,57,33.12138333,mandm,sourcreamchips
1,79,3,22,1,21,18,-1,1.574512924,0.355902778,0.354600694,0.434027778,0.402777778,-0.078125,-0.048177083,-0.048177083,4,2.289274738,1.670899627,2.046184391,2.621846471,-0.078125,3,1,1,0,0.348958333,0.362847222,0.363715278,0.345486111,0.40625,0.461805556,0.453993056,0.3515625,1,57,33.12138333,strawberries,rasberries
